faq_id,question,answer,faq_category,related_is_text,related_product_text,related_qco_text,related_scheme_text,document_reference,source_url,source_reference_label,source_faq_ids,source_file_count,source_file_ids,source_files,source_sheets,source_rows,record_disposition,conflict_count,conflict_fields,review_flag,review_reason,populated_field_count,completeness_pct
FAQ-00064,Q 23. What are the consequences of non-cooperation by the manufacturing unit during factory surveillance,"No, one licence is granted by BIS for one product/one Indian Standard (however, the licence may cover more than one variety/grade/size etc. specified/covered in the standard). The products and its varieties on which Standard Mark can be used is mentioned in the “Scope of licence” granted to you. It cannot be used for other product varieties not covered in the scope. However, you can get the scope of licence changed (inclusion or deletion of varieties) with reference to the standard against which licence has been granted and as per applicable relevant guidelines. For change in the existing scope of product licence (addition/ deletion of varieties), please visit:www.bis.gov.in>>Conformity Assessment >>Product Certification >> Certification process >>Guideline for Change in Scope of Licence.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-023,1,F036,bis_product_certification_faq (1).csv,,F036:-:24,CANONICAL,0,,,,4,36.36
FAQ-00065,Q 24. I have already got licence from BIS for the product as per ISS in my factory. Can I use this licence on all varieties of the product being manufactured in the factory?,"No, one licence is granted by BIS for one product/one Indian Standard (however, the licence may cover more than one variety/grade/size etc. specified/covered in the standard). The products and its varieties on which Standard Mark can be used is mentioned in the “Scope of licence” granted to you. It cannot be used for other product varieties not covered in the scope. However, you can get the scope of licence changed (inclusion or deletion of varieties) with reference to the standard against which licence has been granted and as per applicable relevant guidelines.For change in the existing scope of product licence (addition/ deletion of varieties), please visit:www.bis.gov.in>>Conformity Assessment >>Product Certification >> Certification process >>Guideline for Change in Scope of Licence.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-024,1,F036,bis_product_certification_faq (1).csv,,F036:-:25,CANONICAL,0,,,,4,36.36
FAQ-00066,Q. 25 What is the procedure for intimation regarding change of address or shifting of the manufacturing unit?,"BIS licence holder is required to inform BIS of its intentions of shifting of the manufacturing unit to a new address with relevant documents for the new premises similar to the documents submitted at the time of application to BIS for grant of licence. The licensee on its own shall suspend the use of the Standard Mark under intimation to the Bureau on relocation of manufacturing unit to new premises. The revocation of suspension may be done by the Bureau after verification of the old premises and verification of production process at new premises as per provision of paragraph 11 (3) & (4) of scheme I of BIS (Conformity Assessment) Regulations, 2018.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-025,1,F036,bis_product_certification_faq (1).csv,,F036:-:26,CANONICAL,0,,,,4,36.36
FAQ-00067,Q. 26 When can a license be suspended?,"The licence can be suspended under provisions of paragraph 11 of scheme I and Regulation 10 of BIS (Conformity Assessment) Regulations, 2018.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-026,1,F036,bis_product_certification_faq (1).csv,,F036:-:27,CANONICAL,0,,,,4,36.36
FAQ-00068,Q.27 When can a license be cancelled?,"The licence can be cancelled under provisions of Regulation 11 of BIS (Conformity Assessment) Regulations, 2018.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-027,1,F036,bis_product_certification_faq (1).csv,,F036:-:28,CANONICAL,0,,,,4,36.36
FAQ-00069,Q. 28 How can a BIS licensee participate in the standard formulation/revision process?,"The Indian standards are formulated and revised by BIS through consensus in technical committees. BIS licensee can participate in this process by becoming a member of the technical committee and may send comments to the concerned technical department through mail/BIS website. Pause|Play The Bureau Standards Product Certification System Certification Registration Scheme FMCS Laboratory Services Hallmarking Consumer Engagement Training Content owned of this website is published and managed by Bureau of Indian Standards, Ministry of Consumer Affairs, Food & Public Distribution, Government of India, Manak Bhawan, 9, Bahadur Shah Zafar Marg, New Delhi-110002",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-028,1,F036,bis_product_certification_faq (1).csv,,F036:-:29,CANONICAL,0,,,,4,36.36
FAQ-00070,"Q.3 For which products, the BIS licence is compulsory? Or I am manufacturing a product. Is it compulsory to get BIS licence for my product?","Products are brought under compulsory certification by the Central Government as per the provision of BIS Act, 2016 or other Acts. Detail of products which are covered under compulsory BIS certification is available athttps://www.bis.gov.in/product-certification/products-under-compulsory-certification/If your product is in this list, it is compulsory for you to get a BIS licence for it. .",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-003,1,F036,bis_product_certification_faq (1).csv,,F036:-:4,CANONICAL,0,,,,4,36.36
FAQ-00071,Q.4 What are the essential requirements to be possessed by a manufacturer for applying to BIS for obtaining licence?,"For obtaining BIS licence, the manufacturer must have requisite manufacturing infrastructure, appropriate process controls, quality control and testing capabilities for the product as per relevant Indian Standard (ISS). The product shall also conform to all requirements laid down in the ISS.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-004,1,F036,bis_product_certification_faq (1).csv,,F036:-:5,CANONICAL,0,,,,4,36.36
FAQ-00072,Q.5 How BIS grants the licence?,"The Bureau grants the licence based on successful assessment of the manufacturing infrastructure, process controls, quality control and testing capabilities of the manufacturerthrough a visit to its manufacturing premises. Conformity of the product to the relevant standard(s) is also established through third party laboratory testing or testing in the manufacturing premises or a combination of both.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-005,1,F036,bis_product_certification_faq (1).csv,,F036:-:6,CANONICAL,0,,,,4,36.36
FAQ-00073,Q.6 What is the procedure for obtaining BIS licence for use of BIS Standard Mark?,"There are two options available for obtaining BIS product certification licence under Scheme – I. For details, please see Guidelines for grant of licence",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-006,1,F036,bis_product_certification_faq (1).csv,,F036:-:7,CANONICAL,0,,,,4,36.36
FAQ-00074,Q.7 Where do I submit my application?or How can I apply for getting BIS licence for use of BIS standard mark (ISI) on the product?,"A.BIS accepts application for product certification in online mode only (including all payments). To submit your application, please visit our online portal,www.manakonlinein Before registering in the portal, you are advised to go through applicant user manual, FAQs related to portal athttps://www.manakonline.in/MANAK/impLinks",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-007,1,F036,bis_product_certification_faq (1).csv,,F036:-:8,CANONICAL,0,,,,4,36.36
FAQ-00075,Q.8 Are there any technical guidelines available for the products under Product Certification Scheme of BIS?,"Yes, the technical guidelines are available for all the products covered under Product Certification Scheme as ‘Product Manuals’. Product manuals include sampling guidelines, list of test equipments, Scheme of Inspection and Testing (SIT), description of scope etc. To search the desired Product Manual, please follows the web link: www.bis.gov.in>> Conformity Assessment >> Product Certification>> Product Specific Guidelines >> Product Manuals.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-008,1,F036,bis_product_certification_faq (1).csv,,F036:-:9,CANONICAL,0,,,,4,36.36
FAQ-00076,"Q.9 If product specific guidelines i.e. Product Manual, SIT, grouping guidelines and/or marking fee rate for my product is not defined, will I still be able to obtain a BIS licence?","In case product specific guidelines and/or marking fee for your product is not defined, it is possible that you are the first manufacturer to apply for a BIS licence for new product. However, you will still be able to obtain BIS licence as per Scheme I of BIS (Conformity Assessment) Regulation, 2018. Basic principles and procedure for grant of licence will remain the same in such a case also with specific relaxation as provided in Guidelines for Grant of licence. BIS will interact with you throughout the certification process to define the product specific guidelines and marking fee rate. This will be called ‘All India First Licence’",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-009,1,F036,bis_product_certification_faq (1).csv,,F036:-:10,CANONICAL,0,,,,4,36.36
FAQ-00077,Q17. What are the punitive provisions for non-compliance with the conditions of the licence?,"In case of violation of conditions of licence, licence may be cancelled by the Bureau as per provision of Regulation 11 of BIS (Conformity Assessment) Regulations, 2018.",,,,,,,https://www.bis.gov.in/product-certification/product-certification-faq/?lang=en,,FAQ-017,1,F036,bis_product_certification_faq (1).csv,,F036:-:18,CANONICAL,0,,,,4,36.36
FAQ-00078,Should a customer take an authentic bill/invoice for hallmarked jewellery?,Yes. An authentic bill/invoice should be obtained from the jeweller/retailer.,,,,,,Hallmarking General FAQ Q14,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-016,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:64,CANONICAL,0,,,,5,45.45
FAQ-00079,What are the current hallmarking charges for gold?,"BIS states ₹45 per gold article, with minimum consignment charges of ₹200, plus applicable service tax/other levies.",,,,,,Hallmarking General FAQ Q11,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-012,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:60,CANONICAL,0,,,,5,45.45
FAQ-00080,What are the current hallmarking charges for silver?,"BIS states ₹35 per silver article, with minimum consignment charges of ₹150, plus applicable service tax/other levies.",,,,,,Hallmarking General FAQ Q11,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-013,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:61,CANONICAL,0,,,,5,45.45
FAQ-00081,What are the licensee's responsibilities during factory surveillance?,"The licensee must cooperate with BIS officers or authorized surveillance personnel, provide requested records and information, facilitate factory testing and sample drawal, and deposit samples with the designated laboratory when directed.",,,,,,Product Certification FAQ Q22,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-022,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:23,CANONICAL,0,,,,5,45.45
FAQ-00082,What are the options for obtaining a BIS licence under Scheme-I?,BIS provides two options for obtaining a product-certification licence under Scheme-I. The detailed requirements are given in the Guidelines for Grant of Licence.,,,,,,Product Certification FAQ Q6,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-006,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:7,CANONICAL,0,,,,5,45.45
FAQ-00083,What are the refinery/A&H-related fees under the Hallmarking Regulations?,"BIS's current FAQ lists refinery/mint fee components including ₹10,000 application fee, ₹5,000 renewal application fee, ₹5,000 assessment fee per man-day and ₹60,000 recognition/renewal fee for three years, as applicable to the cited refinery/mint fee structure.",,,,,,BIS Act and Regulation FAQ Q4,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-051,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:99,CANONICAL,0,,,,5,45.45
FAQ-00084,What benefit does hallmarked jewellery provide to a customer?,It provides third-party assurance and confidence that the customer receives the declared purity/fineness for the price paid.,,,,,,Hallmarking General FAQ Q6,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-007,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:55,CANONICAL,0,,,,5,45.45
FAQ-00085,What compensation applies when hallmarked jewellery has lower purity?,"BIS states that under Rule 49, for a non-conforming precious-metal article the prescribed compensation, where directed, is two times the shortage amount calculated from the purity difference and article weight plus testing charges.",,,,,,Mandatory System Consumer FAQ,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-046,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:94,CANONICAL,0,,,,5,45.45
FAQ-00086,What conditions apply to use of the BIS Standard Mark?,"The conditions for use or application of the Standard Mark are those specified in Regulation 6 of the BIS (Conformity Assessment) Regulations, 2018.",,,,,,Product Certification FAQ Q16,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-016,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:17,CANONICAL,0,,,,5,45.45
FAQ-00087,What control does BIS exercise over jewellers and A&H Centres?,BIS conducts surveillance audits of Assaying & Hallmarking Centres and draws market samples from registered/certified jewellers for testing in BIS referral assay laboratories.,,,,,,Hallmarking General FAQ Q17,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-019,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:67,CANONICAL,0,,,,5,45.45
FAQ-00088,What details should be included in the jewellery bill?,"The bill should contain details of the hallmarked articles; BIS also states that the description of each article, net precious-metal weight, purity in carat/fineness and hallmarking charges should be included for sale of hallmarked precious-metal articles.",,,,,,Hallmarking Consumer FAQ,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-017,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:65,CANONICAL,0,,,,5,45.45
FAQ-00089,"What do the BIS Hallmarking Regulations, 2018 cover?","They contain provisions concerning registration of jewellers, recognition of Assaying & Hallmarking Centres and grant of licences for refineries.",,,,,,BIS Act and Regulation FAQ Q3,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-050,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:98,CANONICAL,0,,,,5,45.45
FAQ-00090,What does a hallmark on gold jewellery consist of?,"Since the introduction of HUID on 1 July 2021, the hallmark consists of the BIS logo, purity in caratage/fineness, and six-digit alphanumeric HUID.",,,,,,Hallmarking General FAQ Q9,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-010,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:58,CANONICAL,0,,,,5,45.45
FAQ-00091,What hallmark sizes are permitted?,"BIS specifies permissible hallmark heights: for gold 1.5, 1.0, 0.75 and 0.5 mm; for silver 4.0, 2.0, 1.5, 1.0 and 0.75 mm.",,,,,,Hallmarking General FAQ Q18,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-020,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:68,CANONICAL,0,,,,5,45.45
FAQ-00092,What happens if a licensee violates BIS licence conditions?,"BIS may cancel the licence under Regulation 11 of the BIS (Conformity Assessment) Regulations, 2018 for violation of licence conditions.",,,,,,Product Certification FAQ Q17,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-017,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:18,CANONICAL,0,,,,5,45.45
FAQ-00093,What happens if a sample fails after being tampered with in the supply chain?,"Normally the manufacturer/jeweller who obtained hallmarking is held responsible. If the manufacturer alleges tampering during supply, BIS investigates the supply chain and takes action after a thorough enquiry.",,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-042,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:90,CANONICAL,0,,,,5,45.45
FAQ-00094,What happens when an entire lot fails Fire Assaying?,The rejected items are identified in the delivery voucher.,,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-035,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:83,CANONICAL,0,,,,5,45.45
FAQ-00095,What information is provided in an A&H Centre delivery voucher?,"The voucher contains A&H Centre details, jeweller details, details of accepted articles including individual weight and quantity, rejected articles, weight of the returned article, cornet weight and scrapping weight.",,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-033,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:81,CANONICAL,0,,,,5,45.45
FAQ-00096,What is a BIS licence?,"A BIS licence is a licence granted under Section 13 of the BIS Act, 2016 to use a specified Standard Mark on goods or articles that conform to a standard.",,,,,,BIS Act 2016; Product Certification FAQ Q1,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-001,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:2,CANONICAL,0,,,,5,45.45
FAQ-00097,What is a detachable part?,It is any part of jewellery that can be easily removed or replaced.,,,,,,Hallmarking General FAQ Q20,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-023,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:71,CANONICAL,0,,,,5,45.45
FAQ-00098,What is an Off-Site Centre?,An Off-Site Centre is an extension of a parent A&H Centre. It has the facilities required for A&H Centre operations except the fire-assay facility.,,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-037,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:85,CANONICAL,0,,,,5,45.45
FAQ-00099,What is deferment of a BIS licence?,"Renewal may be deferred under Regulation 8 when the renewal application and required fee have not been received by the licence's last validity date, or when the licence is under suspension.",,,,,,Product Certification FAQ Q20,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-020,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:21,CANONICAL,0,,,,5,45.45
FAQ-00100,What is FMCS?,FMCS is the Foreign Manufacturers Certification Scheme through which a foreign manufacturer can obtain a BIS licence for products other than the electronic and IT products covered through the Registration Scheme.,,,,,,FMCS FAQ Q1,https://www.bis.gov.in/fmcs/fmcs-faqs/,,FMCS-FAQ-001,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:30,CANONICAL,0,,,,5,45.45
FAQ-00101,What is hallmarking?,Hallmarking is the accurate determination and official recording of the proportionate precious-metal content in precious-metal articles. Hallmarks serve as official marks indicating purity/fineness.,,,,,,Hallmarking General FAQ Q1,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-001,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:49,CANONICAL,0,,,,5,45.45
FAQ-00102,What is HUID?,HUID means Hallmark Unique Identification. It is a six-digit alphanumeric unique number assigned to each hallmarked item and is traceable. Consumers can verify it using the Verify HUID feature in the BIS Care App.,,,,,,Hallmarking General FAQ Q8,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-009,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:57,CANONICAL,0,,,,5,45.45
FAQ-00103,What is the BIS certification-licence fee?,"The current FAQ states an application fee of ₹1,000, inspection fee of ₹7,000 per man-day, and after the decision to grant the licence, an annual licence fee of ₹1,000 plus the applicable minimum marking fee. Product-specific marking fees are prescribed separately.",,,,,,Product Certification FAQ Q14,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-014,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:15,CANONICAL,0,,,,5,45.45
FAQ-00104,What is the typical FMCS grant process?,"The process involves submission and scrutiny of the application, inspection/assessment, sample drawal, testing, resolution of queries/non-conformities and the final BIS decision on granting the licence. BIS publishes the detailed process flow under FMCS.",,,,,,FMCS FAQ Q18,https://www.bis.gov.in/fmcs/fmcs-faqs/,,FMCS-FAQ-018,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:47,CANONICAL,0,,,,5,45.45
FAQ-00105,What liability does an Off-Site Centre have?,Its liability is the same as that of an Assaying & Hallmarking Centre.,,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-038,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:86,CANONICAL,0,,,,5,45.45
FAQ-00106,What must a manufacturer have before applying for a BIS licence?,"The manufacturer must have the required manufacturing infrastructure, appropriate process controls, quality-control arrangements and testing capabilities for the product according to the relevant Indian Standard, and the product must comply with the applicable standard.",,,,,,Product Certification FAQ Q4,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-004,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:5,CANONICAL,0,,,,5,45.45
FAQ-00107,What should a customer look for at a jewellery shop?,"The registered/certified jeweller should display the BIS logo with the wording indicating hallmarked jewellery is available, display the BIS registration certificate, keep a minimum 10X magnifying glass to show hallmarks and display the relationship between fineness and caratage.",,,,,,Hallmarking General FAQ Q16,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-018,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:66,CANONICAL,0,,,,5,45.45
FAQ-00108,What should I do if the manufacturing unit shifts to a new address?,"The licensee must inform BIS and submit documents relating to the new premises similar to those submitted during the original application. The licensee must suspend use of the Standard Mark during relocation, and BIS may revoke suspension after verification of the old/new premises and production process.",,,,,,Product Certification FAQ Q25,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-025,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:26,CANONICAL,0,,,,5,45.45
FAQ-00109,What subsidy is available for establishing A&H Centres?,"BIS states that under the central assistance scheme, subsidy of 30% to 75% of equipment cost may be provided for establishing A&H Centres at deficient locations. The subsidy does not apply to Off-Site Centres.",,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-041,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:89,CANONICAL,0,,,,5,45.45
FAQ-00110,When can a BIS licence be cancelled?,"A BIS licence can be cancelled under Regulation 11 of the BIS (Conformity Assessment) Regulations, 2018.",,,,,,Product Certification FAQ Q27,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-027,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:28,CANONICAL,0,,,,5,45.45
FAQ-00111,When can a BIS licence be suspended?,"A BIS licence can be suspended under paragraph 11 of Scheme-I and Regulation 10 of the BIS (Conformity Assessment) Regulations, 2018.",,,,,,Product Certification FAQ Q26,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-026,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:27,CANONICAL,0,,,,5,45.45
FAQ-00112,When should an A&H Centre return the cornet?,"The A&H Centre should ensure that jewellery/artefacts are hallmarked and kept ready with the cornet for delivery to the client within 48 hours, as provided under IS 15820.",,,,,,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/,,HM-FAQ-036,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:84,CANONICAL,0,,,,5,45.45
FAQ-00113,Where can I find FMCS fees?,FMCS applicants must use the fee structure published by BIS under the FMCS section.,,,,,,FMCS FAQ Q8,https://www.bis.gov.in/fmcs/fmcs-faqs/,,FMCS-FAQ-008,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:37,CANONICAL,0,,,,5,45.45
FAQ-00114,Where can I find the list of BIS-recognized A&H Centres?,BIS provides the list of recognized Assaying & Hallmarking Centres through the Hallmarking section and the Manakonline AHC list.,,,,,,Hallmarking General FAQ Q24,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-027,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:75,CANONICAL,0,,,,5,45.45
FAQ-00115,Where can I find the list of BIS registered jewellers?,The list is available under the BIS Hallmarking section on the BIS website.,,,,,,Hallmarking General FAQ Q23,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-026,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:74,CANONICAL,0,,,,5,45.45
FAQ-00116,Where can the public find hallmarking information?,"BIS provides detailed hallmarking information on its website, including regulations, mandatory hallmarking orders, jeweller/A&H Centre procedures, forms and lists of registered jewellers and hallmarking centres.",,,,,,Hallmarking General FAQ Q22,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-025,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:73,CANONICAL,0,,,,5,45.45
FAQ-00117,Where do I submit an application for BIS certification?,"BIS accepts product-certification applications online, including payments, through Manakonline. Applicants are advised to review the applicant user manual and portal FAQs before registering.",,,,,,Product Certification FAQ Q7,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-007,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:8,CANONICAL,0,,,,5,45.45
FAQ-00118,Which gold grades can be hallmarked?,"Under IS 1417:2016, the permitted gold jewellery/artefact fineness grades are 14K(585), 18K(750), 20K(833), 22K(916), 23K(958) and 24KS(995).",,,,,,Hallmarking General FAQ Q4,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-004,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:52,CANONICAL,0,,,,5,45.45
FAQ-00119,Which Indian Standards apply to hallmarking?,BIS identifies IS 1417:2016 for gold/gold-alloy jewellery and artefacts; IS 2112:2014 for silver/silver-alloy jewellery and artefacts; IS 15820:2009 for Assaying & Hallmarking Centres; IS 1418:2009 for gold assay; IS 2113:2014 for silver assay; and IS 17278:2019 for refined gold/silver bars for Good Delivery.,,,,,,Hallmarking General FAQ Q3,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-003,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:51,CANONICAL,0,,,,5,45.45
FAQ-00120,Which laboratories' reports are acceptable for a BIS licence under Option-2?,Reports issued by BIS laboratories or BIS-recognized/empanelled laboratories for the relevant product are acceptable. BIS provides an IS-wise laboratory-testing facility search for identifying suitable laboratories.,,,,,,Product Certification FAQ Q12,https://www.bis.gov.in/product-certification/product-certification-faq/,,PC-FAQ-012,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:13,CANONICAL,0,,,,5,45.45
FAQ-00121,Which precious metals are currently covered by hallmarking in India?,"At present, gold and silver are under the Hallmarking system.",,,,,,Hallmarking General FAQ Q2,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-002,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:50,CANONICAL,0,,,,5,45.45
FAQ-00122,Which silver grades can be hallmarked?,"Under IS 2112:2014, permitted silver jewellery/artefact grades are 800, 835, 900, 925, 970 and 990 fineness.",,,,,,Hallmarking General FAQ Q4,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/,,HM-FAQ-005,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:53,CANONICAL,0,,,,5,45.45
FAQ-00123,Who can act as an AIR?,"The AIR must be an Indian resident and must undertake responsibility for compliance with the BIS Act, Rules, Regulations, licence terms and related undertakings. A suitably authorized senior person of an Indian branch/office can be nominated; otherwise the foreign manufacturer may nominate an AIR using the prescribed format.",,,,,,FMCS FAQ Q6,https://www.bis.gov.in/fmcs/fmcs-faqs/,,FMCS-FAQ-006,1,F006,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,F006:BIS_FAQs_Master:35,CANONICAL,0,,,,5,45.45
