attribute_id,entity_type,entity_id,entity_label,attribute_name,attribute_value,value_length,semantic_type,attribute_context,null_class,original_value,missing_reason,source_file_id,source_file,source_sheet,source_row,source_column,transformation_rule,merge_action,rule_source,source_url,review_flag
ATT-0004736,STANDARD,STD-00810,IS 17634,required_documents,Factory details; product/model details; manufacturing process; QC/test facilities; technical documents; declarations; Product Manual/SIT.,137,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,required_documents,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004737,STANDARD,STD-00810,IS 17634,factory_requirements,Furniture manufacturing/assembly facility; controlled storage-unit manufacturing; inspection/QC.,96,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,factory_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004738,STANDARD,STD-00810,IS 17634,infrastructure_requirements,Dimensional equipment; surface-performance equipment; shelf/structural/door/extension/stability/dynamic test facilities.,120,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,infrastructure_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004739,STANDARD,STD-00810,IS 17634,process_controls,Material/component verification; dimensions; assembly; shelf installation; door/locking mechanisms; wall attachment; finishing.,127,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,process_controls,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004740,STANDARD,STD-00810,IS 17634,quality_control,Routine inspection/testing and documentation under SIT.,55,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,quality_control,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004741,STANDARD,STD-00810,IS 17634,testing,"Dimensions, surface performance, shelves, tops/bottoms, clothes rails, structural strength, pivoted/sliding doors, locking/latching, pull force, stability and other applicable tests.",182,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004742,STANDARD,STD-00810,IS 17634,inspection,BIS factory verification and surveillance.,42,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,inspection,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004743,STANDARD,STD-00810,IS 17634,laboratory_testing,In-house and/or BIS-recognized laboratory according to SIT.,59,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,laboratory_testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004744,STANDARD,STD-00810,IS 17634,conformity_assessment,Product + process + testing conformity.,39,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,conformity_assessment,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004745,STANDARD,STD-00810,IS 17634,licence_or_coc_grant,BIS ISI Mark licence.,21,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,licence_or_CoC_grant,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004746,STANDARD,STD-00810,IS 17634,surveillance,Factory and market surveillance.,32,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,surveillance,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004747,STANDARD,STD-00810,IS 17634,renewal,Scheme-I online renewal.,24,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,renewal,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004748,STANDARD,STD-00810,IS 17634,scope_extension,Addition/deletion of models/varieties under scope-change guideline.,67,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,scope_extension,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004749,STANDARD,STD-00810,IS 17634,retesting,According to BIS retesting procedure.,37,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,retesting,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004750,STANDARD,STD-00810,IS 17634,fees,Scheme-I standard fees plus applicable marking fee.,51,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,fees,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004751,STANDARD,STD-00810,IS 17634,forms,Manakonline/Scheme-I forms and product-specific documents.,58,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,forms,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004752,STANDARD,STD-00810,IS 17634,timelines,"Approx. 1 month Option-2 / 4 months Option-1 average, case dependent.",69,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,5,timelines,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004753,STANDARD,STD-00811,IS 17635,is_semantic_key,STD-17635,9,IS_REFERENCE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,IS_number,nis,KEY_IDENTITY,CMAP,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004754,STANDARD,STD-00811,IS 17635,eligibility,Manufacturer producing beds compliant with IS 17635:2022.,57,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,eligibility,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004755,STANDARD,STD-00811,IS 17635,application_procedure,Manakonline application → document scrutiny → factory inspection → product/sample testing → non-conformity resolution → BIS licence.,132,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,application_procedure,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004756,STANDARD,STD-00811,IS 17635,required_documents,Application; factory information; manufacturing/process details; product/model details; QC plan; test facilities; declarations; PM/SIT documentation.,149,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,required_documents,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004757,STANDARD,STD-00811,IS 17635,factory_requirements,Bed manufacturing facility capable of controlled construction and assembly; inspection/QC.,90,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,factory_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004758,STANDARD,STD-00811,IS 17635,infrastructure_requirements,"Dimensional instruments, furniture stability/static-load equipment, durability and surface/material test facilities.",116,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,infrastructure_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004759,STANDARD,STD-00811,IS 17635,process_controls,Material control; frame/joint/assembly control; dimensions; finish; upholstery/surface-material control; calibration.,117,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,process_controls,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004760,STANDARD,STD-00811,IS 17635,quality_control,Routine inspection/testing as specified in Product Manual/SIT.,62,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,quality_control,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004761,STANDARD,STD-00811,IS 17635,testing,"Design/workmanship, dimensions, surface performance, stability and static-load requirements; applicable durability/material tests.",130,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004762,STANDARD,STD-00811,IS 17635,inspection,BIS factory assessment and surveillance.,40,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,inspection,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004763,STANDARD,STD-00811,IS 17635,laboratory_testing,Manufacturer/recognized lab as prescribed.,42,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,laboratory_testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004764,STANDARD,STD-00811,IS 17635,conformity_assessment,Manufacturing/testing capability plus product conformity to IS 17635.,69,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,conformity_assessment,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004765,STANDARD,STD-00811,IS 17635,licence_or_coc_grant,BIS licence for use of ISI Mark.,32,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,licence_or_CoC_grant,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004766,STANDARD,STD-00811,IS 17635,surveillance,Factory surveillance + factory/market sample testing.,53,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,surveillance,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004767,STANDARD,STD-00811,IS 17635,renewal,Manakonline renewal.,20,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,renewal,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004768,STANDARD,STD-00811,IS 17635,scope_extension,Addition/deletion of bed models/varieties.,42,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,scope_extension,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004769,STANDARD,STD-00811,IS 17635,retesting,BIS retesting process where permitted.,38,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,retesting,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004770,STANDARD,STD-00811,IS 17635,fees,General Scheme-I fees + applicable product marking fee.,55,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,fees,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004771,STANDARD,STD-00811,IS 17635,forms,Manakonline and relevant BIS Scheme-I/Product Manual forms.,59,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,forms,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004772,STANDARD,STD-00811,IS 17635,timelines,Approximately 1 month Option-2 / 4 months Option-1 average.,59,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,6,timelines,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004773,STANDARD,STD-00812,IS 17636,is_semantic_key,STD-17636,9,IS_REFERENCE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,IS_number,nis,KEY_IDENTITY,CMAP,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004774,STANDARD,STD-00812,IS 17636,eligibility,Manufacturer of bunk beds conforming to IS 17636:2022.,54,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,eligibility,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004775,STANDARD,STD-00812,IS 17636,application_procedure,Online application → factory assessment → sample testing → resolution → licence.,80,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,application_procedure,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004776,STANDARD,STD-00812,IS 17636,required_documents,"Application, factory/product information, model details, process information, QC/testing documents and Product Manual/SIT documentation.",136,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,required_documents,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004777,STANDARD,STD-00812,IS 17636,factory_requirements,"Controlled bunk-bed manufacturing, safe assembly, inspection/QC.",64,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,factory_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004778,STANDARD,STD-00812,IS 17636,infrastructure_requirements,"Dimensional, stability, structural-strength and furniture-testing facilities.",77,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,infrastructure_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004779,STANDARD,STD-00812,IS 17636,process_controls,"Frame, joints, fasteners, ladders/treads, guard rails, assembly, dimensions and finish.",87,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,process_controls,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004780,STANDARD,STD-00812,IS 17636,quality_control,Routine inspections/testing and records per SIT.,48,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,quality_control,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004781,STANDARD,STD-00812,IS 17636,testing,"Design/workmanship, dimensions, stability, structural/strength and applicable surface/material tests.",101,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004782,STANDARD,STD-00812,IS 17636,inspection,BIS factory inspection and surveillance.,40,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,inspection,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004783,STANDARD,STD-00812,IS 17636,laboratory_testing,In-house/recognized laboratory where required.,46,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,laboratory_testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004784,STANDARD,STD-00812,IS 17636,conformity_assessment,Capability + product/sample conformity.,39,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,conformity_assessment,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004785,STANDARD,STD-00812,IS 17636,licence_or_coc_grant,ISI Mark licence.,17,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,licence_or_CoC_grant,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004786,STANDARD,STD-00812,IS 17636,surveillance,Factory and market surveillance.,32,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,surveillance,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004787,STANDARD,STD-00812,IS 17636,renewal,Scheme-I renewal through Manakonline.,37,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,renewal,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004788,STANDARD,STD-00812,IS 17636,scope_extension,Product/model inclusion/deletion through CSoL procedure.,56,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,scope_extension,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004789,STANDARD,STD-00812,IS 17636,retesting,BIS permitted retesting route.,30,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,retesting,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004790,STANDARD,STD-00812,IS 17636,fees,General Scheme-I fees and applicable marking fee.,49,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,fees,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004791,STANDARD,STD-00812,IS 17636,forms,Manakonline + Scheme-I/product-specific documents.,50,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,forms,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004792,STANDARD,STD-00812,IS 17636,timelines,Option-2 ~1 month / Option-1 ~4 months average.,47,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,7,timelines,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004793,STANDARD,STD-00982,IS 2347,is_semantic_key,STD-2347,8,IS_REFERENCE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,IS_number,nis,KEY_IDENTITY,CMAP,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004794,STANDARD,STD-00982,IS 2347,eligibility,Manufacturer of domestic pressure cookers conforming to IS 2347:2023.,69,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,eligibility,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004795,STANDARD,STD-00982,IS 2347,application_procedure,Online Manakonline application → factory/product documentation → inspection/testing → conformity decision → licence.,116,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,application_procedure,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004796,STANDARD,STD-00982,IS 2347,required_documents,"Application, manufacturer/factory details, pressure-cooker product/model information, raw-material/component details, QC arrangements, test-facility documents, declarations and PM/SIT records.",192,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,required_documents,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004797,STANDARD,STD-00982,IS 2347,factory_requirements,"Pressure-cooker manufacturing/assembly facility with control over body, lid, gasket, pressure devices, handles/knobs and safety components.",139,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,factory_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004798,STANDARD,STD-00982,IS 2347,infrastructure_requirements,"Capacity measurement, dimensional, pressure, safety-relief, gasket, construction and electrical/induction testing facilities where applicable.",142,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,infrastructure_requirements,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004799,STANDARD,STD-00982,IS 2347,process_controls,Body/lid formation; safety-device assembly; gasket installation; pressure regulating device; vent system; base/coating; final inspection.,137,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,process_controls,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004800,STANDARD,STD-00982,IS 2347,quality_control,Routine testing and SIT controls; safety-critical components require controlled conformity.,91,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,quality_control,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004801,STANDARD,STD-00982,IS 2347,testing,Capacity; body/lid/container/grid; safety relief device; gasket; handles/knobs; vent pipe; pressure regulating device; air/proof pressure; safety relief; bursting; lid removal and other IS tests.,195,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004802,STANDARD,STD-00982,IS 2347,inspection,"BIS verifies manufacturing/testing facilities, process controls, records and samples.",85,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,inspection,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
ATT-0004803,STANDARD,STD-00982,IS 2347,laboratory_testing,Manufacturer and/or recognized laboratory per applicable SIT.,61,NARRATIVE,PRODUCT_SCHEME_GUIDANCE,POPULATED,,,F030,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,8,laboratory_testing,nws,PRESERVE_AS_ATTRIBUTE,FILE_OVERRIDE,https://www.bis.gov.in/product-certification/product-certification-process/,
