quarantine_id,origin_table,relationship_id,relationship_type,resolved_side_entity_type,resolved_side_entity_id,resolved_side_label,unresolved_side_role,unresolved_side_reference,evidence_column,evidence_value,source_file_id,source_file,source_sheet,source_row,quarantine_reason,retained_in,confidence
UNRES-0063,IS_RELATED_IS,REL-IS_REL-0000045,RELATED_TO,IS,STD-01753,IS/IEC 60947 (Part 5),related_is_id,IS/IEC 60947 (Part 5),IS_number,IS/IEC 60947 (Part 5),F007,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,46,DEGENERATE_SELF_REFERENCE,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0064,IS_PRODUCT_MAPPING,REL-IS_PRO-0000137,DOCUMENTED_FOR,PRODUCT,PROD-00310,Work Chairs,is_id,Work Chairs,product,Work Chairs,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,2,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0065,IS_PRODUCT_MAPPING,REL-IS_PRO-0000138,DOCUMENTED_FOR,PRODUCT,PROD-00106,General Purpose Chairs and Stools,is_id,General Purpose Chairs and Stools,product,General Purpose Chairs and Stools,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,3,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0066,IS_PRODUCT_MAPPING,REL-IS_PRO-0000139,DOCUMENTED_FOR,PRODUCT,PROD-00285,Tables and Desks,is_id,Tables and Desks,product,Tables and Desks,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,4,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0067,IS_PRODUCT_MAPPING,REL-IS_PRO-0000140,DOCUMENTED_FOR,PRODUCT,PROD-00274,Storage Units,is_id,Storage Units,product,Storage Units,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,5,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0068,IS_PRODUCT_MAPPING,REL-IS_PRO-0000141,DOCUMENTED_FOR,PRODUCT,PROD-00051,Beds,is_id,Beds,product,Beds,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,6,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0069,IS_PRODUCT_MAPPING,REL-IS_PRO-0000142,DOCUMENTED_FOR,PRODUCT,PROD-00055,Bunk Beds,is_id,Bunk Beds,product,Bunk Beds,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,7,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0070,IS_PRODUCT_MAPPING,REL-IS_PRO-0000143,DOCUMENTED_FOR,PRODUCT,PROD-00083,Domestic Pressure Cooker,is_id,Domestic Pressure Cooker,product,Domestic Pressure Cooker,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,8,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0071,IS_PRODUCT_MAPPING,REL-IS_PRO-0000144,DOCUMENTED_FOR,PRODUCT,PROD-00277,Sulphate Resisting Portland Cement,is_id,Sulphate Resisting Portland Cement,product,Sulphate Resisting Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,9,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0072,IS_PRODUCT_MAPPING,REL-IS_PRO-0000145,DOCUMENTED_FOR,PRODUCT,PROD-00123,Low Heat Portland Cement,is_id,Low Heat Portland Cement,product,Low Heat Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,10,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0073,IS_PRODUCT_MAPPING,REL-IS_PRO-0000146,DOCUMENTED_FOR,PRODUCT,PROD-00155,Portland Pozzolana Cement — Fly Ash Based,is_id,Portland Pozzolana Cement — Fly Ash Based,product,Portland Pozzolana Cement — Fly Ash Based,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,11,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0074,IS_PRODUCT_MAPPING,REL-IS_PRO-0000147,DOCUMENTED_FOR,PRODUCT,PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,is_id,Portland Pozzolana Cement — Calcined Clay Based,product,Portland Pozzolana Cement — Calcined Clay Based,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,12,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0075,IS_PRODUCT_MAPPING,REL-IS_PRO-0000148,DOCUMENTED_FOR,PRODUCT,PROD-00131,Ordinary Portland Cement,is_id,Ordinary Portland Cement,product,Ordinary Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,13,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0076,IS_PRODUCT_MAPPING,REL-IS_PRO-0000149,DOCUMENTED_FOR,PRODUCT,PROD-00158,Portland Slag Cement,is_id,Portland Slag Cement,product,Portland Slag Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0077,IS_PRODUCT_MAPPING,REL-IS_PRO-0000150,DOCUMENTED_FOR,PRODUCT,PROD-00168,Rapid Hardening Portland Cement,is_id,Rapid Hardening Portland Cement,product,Rapid Hardening Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,15,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0078,IS_PRODUCT_MAPPING,REL-IS_PRO-0000151,DOCUMENTED_FOR,PRODUCT,PROD-00305,White Portland Cement,is_id,White Portland Cement,product,White Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,16,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0079,IS_PRODUCT_MAPPING,REL-IS_PRO-0000152,DOCUMENTED_FOR,PRODUCT,PROD-00111,Hydrophobic Portland Cement,is_id,Hydrophobic Portland Cement,product,Hydrophobic Portland Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,17,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0080,IS_PRODUCT_MAPPING,REL-IS_PRO-0000153,DOCUMENTED_FOR,PRODUCT,PROD-00066,Composite Cement,is_id,Composite Cement,product,Composite Cement,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,18,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0081,IS_PRODUCT_MAPPING,REL-IS_PRO-0000154,DOCUMENTED_FOR,PRODUCT,PROD-00225,Safety of Toys — Part 1,is_id,Safety of Toys — Part 1,product,Safety of Toys — Part 1,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,19,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0082,IS_PRODUCT_MAPPING,REL-IS_PRO-0000155,DOCUMENTED_FOR,PRODUCT,PROD-00222,Safety of Toys — Flammability,is_id,Safety of Toys — Flammability,product,Safety of Toys — Flammability,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,20,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0083,IS_PRODUCT_MAPPING,REL-IS_PRO-0000156,DOCUMENTED_FOR,PRODUCT,PROD-00224,Safety of Toys — Migration of Certain Elements,is_id,Safety of Toys — Migration of Certain Elements,product,Safety of Toys — Migration of Certain Elements,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,21,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0084,IS_PRODUCT_MAPPING,REL-IS_PRO-0000157,DOCUMENTED_FOR,PRODUCT,PROD-00279,"Swings, Slides and Similar Activity Toys",is_id,"Swings, Slides and Similar Activity Toys",product,"Swings, Slides and Similar Activity Toys",F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,22,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0085,IS_PRODUCT_MAPPING,REL-IS_PRO-0000158,DOCUMENTED_FOR,PRODUCT,PROD-00203,Safety of Electric Toys,is_id,Safety of Electric Toys,product,Safety of Electric Toys,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,23,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0086,IS_PRODUCT_MAPPING,REL-IS_PRO-0000159,DOCUMENTED_FOR,PRODUCT,PROD-00102,Flat Transparent Sheet Glass,is_id,Flat Transparent Sheet Glass,product,Flat Transparent Sheet Glass,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,24,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0087,IS_PRODUCT_MAPPING,REL-IS_PRO-0000160,DOCUMENTED_FOR,PRODUCT,PROD-00200,"Safety Glass — Architectural, Building and General Uses",is_id,"Safety Glass — Architectural, Building and General Uses",product,"Safety Glass — Architectural, Building and General Uses",F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,25,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0088,IS_PRODUCT_MAPPING,REL-IS_PRO-0000161,DOCUMENTED_FOR,PRODUCT,PROD-00193,Safety Glass (For Road Transport),is_id,Safety Glass for Road Transport,product,Safety Glass for Road Transport,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,26,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0089,IS_PRODUCT_MAPPING,REL-IS_PRO-0000162,DOCUMENTED_FOR,PRODUCT,PROD-00183,Rubber Hose for LPG — Industrial Application,is_id,Rubber Hose for LPG — Industrial Application,product,Rubber Hose for LPG — Industrial Application,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,27,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0090,IS_PRODUCT_MAPPING,REL-IS_PRO-0000163,DOCUMENTED_FOR,PRODUCT,PROD-00182,Rubber Hose for LPG — Domestic/Commercial Application,is_id,Rubber Hose for LPG — Domestic/Commercial Application,product,Rubber Hose for LPG — Domestic/Commercial Application,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,28,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0091,IS_PRODUCT_MAPPING,REL-IS_PRO-0000164,DOCUMENTED_FOR,PRODUCT,PROD-00044,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,is_id,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,product,Aluminium and Aluminium Alloy Bare Foil for Food Packaging,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,29,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0092,IS_PRODUCT_MAPPING,REL-IS_PRO-0000165,DOCUMENTED_FOR,PRODUCT,PROD-00265,Stainless Steel Seamless Pipes and Tubes for General Service,is_id,Stainless Steel Seamless Pipes and Tubes for General Service,product,Stainless Steel Seamless Pipes and Tubes for General Service,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,30,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0093,IS_PRODUCT_MAPPING,REL-IS_PRO-0000166,DOCUMENTED_FOR,PRODUCT,PROD-00268,Stainless Steel Welded Pipes and Tubes for General Service,is_id,Stainless Steel Welded Pipes and Tubes for General Service,product,Stainless Steel Welded Pipes and Tubes for General Service,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,31,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0094,IS_PRODUCT_MAPPING,REL-IS_PRO-0000167,DOCUMENTED_FOR,PRODUCT,PROD-00097,Flashlight,is_id,Flashlight,product,Flashlight,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,32,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0095,IS_PRODUCT_MAPPING,REL-IS_PRO-0000168,DOCUMENTED_FOR,PRODUCT,PROD-00207,Safety of Household and Similar Electrical Appliances — General Requirements,is_id,Safety of Household and Similar Electrical Appliances — General Requirements,product,Safety of Household and Similar Electrical Appliances — General Requirements,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,33,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0096,IS_PRODUCT_MAPPING,REL-IS_PRO-0000169,DOCUMENTED_FOR,PRODUCT,PROD-00258,Sports Footwear — General Purpose,is_id,Sports Footwear — General Purpose,product,Sports Footwear — General Purpose,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,34,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0097,IS_PRODUCT_MAPPING,REL-IS_PRO-0000170,DOCUMENTED_FOR,PRODUCT,PROD-00259,Sports Footwear — Performance Sports Footwear,is_id,Sports Footwear — Performance Sports Footwear,product,Sports Footwear — Performance Sports Footwear,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,35,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0098,IS_PRODUCT_MAPPING,REL-IS_PRO-0000171,DOCUMENTED_FOR,PRODUCT,PROD-00260,Sports Footwear — Professional Sports Footwear,is_id,Sports Footwear — Professional Sports Footwear,product,Sports Footwear — Professional Sports Footwear,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,36,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0099,IS_PRODUCT_MAPPING,REL-IS_PRO-0000172,DOCUMENTED_FOR,PRODUCT,PROD-00109,High Ankle Tactical Boots with PU-Rubber Sole,is_id,High Ankle Tactical Boots with PU-Rubber Sole,product,High Ankle Tactical Boots with PU-Rubber Sole,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,37,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0100,IS_PRODUCT_MAPPING,REL-IS_PRO-0000173,DOCUMENTED_FOR,PRODUCT,PROD-00047,Anti Riot Shoes,is_id,Anti Riot Shoes,product,Anti Riot Shoes,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,38,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0101,IS_PRODUCT_MAPPING,REL-IS_PRO-0000174,DOCUMENTED_FOR,PRODUCT,PROD-00236,Shoes for Services,is_id,Shoes for Services,product,Shoes for Services,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,39,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0102,IS_PRODUCT_MAPPING,REL-IS_PRO-0000175,DOCUMENTED_FOR,PRODUCT,PROD-00235,Shoes for General Purpose,is_id,Shoes for General Purpose,product,Shoes for General Purpose,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,40,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0103,IS_PRODUCT_MAPPING,REL-IS_PRO-0000176,DOCUMENTED_FOR,PRODUCT,PROD-00188,Safety Footwear,is_id,Safety Footwear,product,Safety Footwear,F010,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,41,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0104,IS_PRODUCT_MAPPING,REL-IS_PRO-0000428,TESTED_FOR,PRODUCT,PROD-00310,Work Chairs,is_id,Work Chairs,product,Work Chairs,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,2,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0105,IS_PRODUCT_MAPPING,REL-IS_PRO-0000429,TESTED_FOR,PRODUCT,PROD-00106,General Purpose Chairs and Stools,is_id,General Purpose Chairs and Stools,product,General Purpose Chairs and Stools,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,3,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0106,IS_PRODUCT_MAPPING,REL-IS_PRO-0000430,TESTED_FOR,PRODUCT,PROD-00285,Tables and Desks,is_id,Tables and Desks,product,Tables and Desks,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,4,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0107,IS_PRODUCT_MAPPING,REL-IS_PRO-0000431,TESTED_FOR,PRODUCT,PROD-00274,Storage Units,is_id,Storage Units,product,Storage Units,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,5,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0108,IS_PRODUCT_MAPPING,REL-IS_PRO-0000432,TESTED_FOR,PRODUCT,PROD-00051,Beds,is_id,Beds,product,Beds,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,6,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0109,IS_PRODUCT_MAPPING,REL-IS_PRO-0000433,TESTED_FOR,PRODUCT,PROD-00055,Bunk Beds,is_id,Bunk Beds,product,Bunk Beds,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,7,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0110,IS_PRODUCT_MAPPING,REL-IS_PRO-0000434,TESTED_FOR,PRODUCT,PROD-00083,Domestic Pressure Cooker,is_id,Domestic Pressure Cooker,product,Domestic Pressure Cooker,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,8,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0111,IS_PRODUCT_MAPPING,REL-IS_PRO-0000435,TESTED_FOR,PRODUCT,PROD-00277,Sulphate Resisting Portland Cement,is_id,Sulphate Resisting Portland Cement,product,Sulphate Resisting Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,9,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0112,IS_PRODUCT_MAPPING,REL-IS_PRO-0000436,TESTED_FOR,PRODUCT,PROD-00123,Low Heat Portland Cement,is_id,Low Heat Portland Cement,product,Low Heat Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,10,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0113,IS_PRODUCT_MAPPING,REL-IS_PRO-0000437,TESTED_FOR,PRODUCT,PROD-00155,Portland Pozzolana Cement — Fly Ash Based,is_id,Portland Pozzolana Cement — Fly Ash Based,product,Portland Pozzolana Cement — Fly Ash Based,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,11,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0114,IS_PRODUCT_MAPPING,REL-IS_PRO-0000438,TESTED_FOR,PRODUCT,PROD-00154,Portland Pozzolana Cement — Calcined Clay Based,is_id,Portland Pozzolana Cement — Calcined Clay Based,product,Portland Pozzolana Cement — Calcined Clay Based,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,12,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0115,IS_PRODUCT_MAPPING,REL-IS_PRO-0000439,TESTED_FOR,PRODUCT,PROD-00131,Ordinary Portland Cement,is_id,Ordinary Portland Cement,product,Ordinary Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,13,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0116,IS_PRODUCT_MAPPING,REL-IS_PRO-0000440,TESTED_FOR,PRODUCT,PROD-00158,Portland Slag Cement,is_id,Portland Slag Cement,product,Portland Slag Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,14,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0117,IS_PRODUCT_MAPPING,REL-IS_PRO-0000441,TESTED_FOR,PRODUCT,PROD-00168,Rapid Hardening Portland Cement,is_id,Rapid Hardening Portland Cement,product,Rapid Hardening Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,15,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0118,IS_PRODUCT_MAPPING,REL-IS_PRO-0000442,TESTED_FOR,PRODUCT,PROD-00305,White Portland Cement,is_id,White Portland Cement,product,White Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,16,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
UNRES-0119,IS_PRODUCT_MAPPING,REL-IS_PRO-0000443,TESTED_FOR,PRODUCT,PROD-00111,Hydrophobic Portland Cement,is_id,Hydrophobic Portland Cement,product,Hydrophobic Portland Cement,F032,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,17,NO_STANDARD_IN_SOURCE_ROW,92_VALIDATION/ORPHAN_RECORDS.csv;93_OPERATIONAL/UNRESOLVED_RELATIONSHIP_REFERENCES.csv,1.00
