canonical_entity,canonical_entity_id,source_sheet,source_row,source_faq_ids,question,answer,product_category,related_is_text,related_product_text,related_qco_text,related_scheme_text,document_reference,source_url
FAQ,FAQ-00011,BIS_FAQs_Master,72,HM-FAQ-024,Can an artisan or common person directly approach an A&H Centre for hallmarking?,No. Only BIS registered/certified jewellers can approach an Assaying & Hallmarking Centre for hallmarking jewellery.,Hallmarking,IS 15820,Jewellery,Mandatory Hallmarking Order,Hallmarking,Hallmarking General FAQ Q21,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00116,BIS_FAQs_Master,73,HM-FAQ-025,Where can the public find hallmarking information?,"BIS provides detailed hallmarking information on its website, including regulations, mandatory hallmarking orders, jeweller/A&H Centre procedures, forms and lists of registered jewellers and hallmarking centres.",Hallmarking,General,Hallmarking,Mandatory Hallmarking Order,Hallmarking,Hallmarking General FAQ Q22,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00115,BIS_FAQs_Master,74,HM-FAQ-026,Where can I find the list of BIS registered jewellers?,The list is available under the BIS Hallmarking section on the BIS website.,Hallmarking,—,Registered jewellers,Mandatory Hallmarking Order,Hallmarking,Hallmarking General FAQ Q23,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00114,BIS_FAQs_Master,75,HM-FAQ-027,Where can I find the list of BIS-recognized A&H Centres?,BIS provides the list of recognized Assaying & Hallmarking Centres through the Hallmarking section and the Manakonline AHC list.,Hallmarking,IS 15820,A&H Centres,Mandatory Hallmarking Order,Hallmarking,Hallmarking General FAQ Q24,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00007,BIS_FAQs_Master,76,HM-FAQ-028,Can a common person get hallmarked jewellery tested for purity at an A&H Centre?,Yes. A consumer can get hallmarked jewellery/sample tested at a BIS-recognized A&H Centre after paying the applicable testing charge. BIS states ₹200 for testing by fire assay according to IS 1418.,Hallmarking,IS 1418 | IS 15820,Hallmarked jewellery,Mandatory Hallmarking Order,Hallmarking,Hallmarking General FAQ Q25,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00034,BIS_FAQs_Master,77,HM-FAQ-029,How does an A&H Centre obtain recognition?,"An assaying centre meeting IS 15820:2009 requirements for gold/silver jewellery/artefacts must apply online through Manakonline. BIS grants recognition after verifying infrastructure, quality-management system and trained/competent manpower.",Hallmarking,IS 15820:2009,Assaying & Hallmarking Centre,Hallmarking Regulations,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00017,BIS_FAQs_Master,78,HM-FAQ-030,Can jewellery failing the declared purity be hallmarked at the immediately lower grade?,No. The jewellery must be rejected and returned to the jeweller.,Hallmarking,IS 1417 | IS 2112,Jewellery,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00009,BIS_FAQs_Master,79,HM-FAQ-031,Can an A&H Centre refuse jewellery because of workload?,"No. The centre should not refuse to accept jewellery. It may inform the jeweller that testing will be delayed, and it should follow the First In, First Out (FIFO) principle.",Hallmarking,IS 15820,A&H Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00010,BIS_FAQs_Master,80,HM-FAQ-032,Can an A&H Centre return jewellery that does not match the purity or weight declared by the jeweller?,Yes. The A&H Centre can return jewellery that does not conform to the declared purity or weight details.,Hallmarking,IS 1417 | IS 2112,Jewellery,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00095,BIS_FAQs_Master,81,HM-FAQ-033,What information is provided in an A&H Centre delivery voucher?,"The voucher contains A&H Centre details, jeweller details, details of accepted articles including individual weight and quantity, rejected articles, weight of the returned article, cornet weight and scrapping weight.",Hallmarking,IS 15820,Jewellery/A&H Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00037,BIS_FAQs_Master,82,HM-FAQ-034,How does the digital hallmarking system help prevent fraudulent hallmarking?,The system records date/time stamps of assaying and hallmarking activities and uses a unique six-digit HUID that can be traced to the jeweller and A&H Centre. Consumers can verify HUID through the BIS Care App.,Hallmarking,IS 15820,Hallmarked jewellery,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00094,BIS_FAQs_Master,83,HM-FAQ-035,What happens when an entire lot fails Fire Assaying?,The rejected items are identified in the delivery voucher.,Hallmarking,IS 1418,Jewellery lot,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00112,BIS_FAQs_Master,84,HM-FAQ-036,When should an A&H Centre return the cornet?,"The A&H Centre should ensure that jewellery/artefacts are hallmarked and kept ready with the cornet for delivery to the client within 48 hours, as provided under IS 15820.",Hallmarking,IS 15820,Jewellery,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00098,BIS_FAQs_Master,85,HM-FAQ-037,What is an Off-Site Centre?,An Off-Site Centre is an extension of a parent A&H Centre. It has the facilities required for A&H Centre operations except the fire-assay facility.,Hallmarking,IS 15820,Off-Site Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00105,BIS_FAQs_Master,86,HM-FAQ-038,What liability does an Off-Site Centre have?,Its liability is the same as that of an Assaying & Hallmarking Centre.,Hallmarking,IS 15820,Off-Site Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00042,BIS_FAQs_Master,87,HM-FAQ-039,How many Off-Site Centres can one A&H Centre establish?,A maximum of five Off-Site Centres may be set up within a 100 km radius by each parent A&H Centre having a fire-assay laboratory in districts not covered under mandatory hallmarking.,Hallmarking,IS 15820,A&H Centre / Off-Site Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00018,BIS_FAQs_Master,88,HM-FAQ-040,Can Off-Site Centres operate in mandatory-hallmarking districts?,Yes. BIS states that an Off-Site Centre can also be established in districts covered under mandatory hallmarking.,Hallmarking,IS 15820,Off-Site Centre,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00109,BIS_FAQs_Master,89,HM-FAQ-041,What subsidy is available for establishing A&H Centres?,"BIS states that under the central assistance scheme, subsidy of 30% to 75% of equipment cost may be provided for establishing A&H Centres at deficient locations. The subsidy does not apply to Off-Site Centres.",Hallmarking,IS 15820,A&H Centre,Central Assistance Scheme,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00093,BIS_FAQs_Master,90,HM-FAQ-042,What happens if a sample fails after being tampered with in the supply chain?,"Normally the manufacturer/jeweller who obtained hallmarking is held responsible. If the manufacturer alleges tampering during supply, BIS investigates the supply chain and takes action after a thorough enquiry.",Hallmarking,IS 1417 | IS 2112,Hallmarked article,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00124,BIS_FAQs_Master,91,HM-FAQ-043,Who is responsible for compensation if hallmarked precious-metal jewellery is found below declared purity?,"Under the BIS Act/Rules provisions cited by BIS, the certified body/licensee or representative can be directed to repair, replace, reprocess or pay compensation. For precious-metal articles, the compensation is two times the amount calculated for the shortage in purity for the weight sold plus testing charges, where BIS directs compensation.",Hallmarking,IS 1417 | IS 2112,Precious-metal article,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ; BIS Act/Rule provisions,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00029,BIS_FAQs_Master,92,HM-FAQ-044,How can a consumer file a hallmarking complaint?,"The consumer can first approach the jeweller for compensation if retesting at a BIS-recognized A&H Centre establishes lower-than-declared purity. A complaint can also be made to BIS, which investigates the complainant and accused side, including jeweller and A&H Centre, before taking action under applicable law and regulations.",Hallmarking,IS 1417 | IS 2112,Hallmarked jewellery,Mandatory Hallmarking Order,Hallmarking,A&H Centre FAQ,https://www.bis.gov.in/a-h-centre/
FAQ,FAQ-00019,BIS_FAQs_Master,93,HM-FAQ-045,Can old jewellery be sold after hallmarking becomes mandatory?,Yes. Consumers can sell old hallmarked or unhallmarked jewellery to jewellers.,Hallmarking,IS 1417 | IS 2112,Old jewellery,Mandatory Hallmarking Order,Hallmarking,Mandatory System Consumer FAQ,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00085,BIS_FAQs_Master,94,HM-FAQ-046,What compensation applies when hallmarked jewellery has lower purity?,"BIS states that under Rule 49, for a non-conforming precious-metal article the prescribed compensation, where directed, is two times the shortage amount calculated from the purity difference and article weight plus testing charges.",Hallmarking,IS 1417 | IS 2112,Hallmarked jewellery,Mandatory Hallmarking Order,Hallmarking,Mandatory System Consumer FAQ,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00033,BIS_FAQs_Master,95,HM-FAQ-047,How does a consumer register a BIS complaint?,"Complaints may be submitted offline or online through the BIS Care App, the BIS online complaint portal or by email to the BIS complaints address.",Hallmarking,General,Hallmarking/product complaint,—,Hallmarking,Mandatory System Consumer FAQ,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00046,BIS_FAQs_Master,96,HM-FAQ-048,"Is hallmarking covered by the BIS Act, 2016?","Yes. Hallmarking is covered under the BIS Act, 2016.",Hallmarking — BIS Act,General,Precious-metal articles,Mandatory Hallmarking Order,Hallmarking,BIS Act and Regulation FAQ Q1,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00005,BIS_FAQs_Master,97,HM-FAQ-049,Are there Government regulations specifically governing hallmarking?,"Yes. The BIS (Hallmarking) Regulations, 2018 were notified on 14 June 2018.",Hallmarking — BIS Act,General,Hallmarking,Hallmarking Regulations,Hallmarking,BIS Act and Regulation FAQ Q2,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00089,BIS_FAQs_Master,98,HM-FAQ-050,"What do the BIS Hallmarking Regulations, 2018 cover?","They contain provisions concerning registration of jewellers, recognition of Assaying & Hallmarking Centres and grant of licences for refineries.",Hallmarking — BIS Act,IS 15820 | IS 1417 | IS 2112,Jewellers/A&H Centres/Refineries,Hallmarking Regulations,Hallmarking,BIS Act and Regulation FAQ Q3,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
FAQ,FAQ-00083,BIS_FAQs_Master,99,HM-FAQ-051,What are the refinery/A&H-related fees under the Hallmarking Regulations?,"BIS's current FAQ lists refinery/mint fee components including ₹10,000 application fee, ₹5,000 renewal application fee, ₹5,000 assessment fee per man-day and ₹60,000 recognition/renewal fee for three years, as applicable to the cited refinery/mint fee structure.",Hallmarking — BIS Act,IS 17278,Gold/silver refinery/mint,Hallmarking Regulations,Hallmarking,BIS Act and Regulation FAQ Q4,https://www.bis.gov.in/hallmarking-overview/hallmarking-faqs/
