relationship_id,notification_id,notification_number,target_entity,target_entity_id,target_entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-NOTIFI-0000170,NOTIF-00533,,STANDARD,STD-00250,IS 13010,ACTS_ON,related_is_text,related_is_text,IS 13010,,F034,bis_gazette_notification.csv,,21,1.00,
REL-NOTIFI-0000171,NOTIF-00535,,STANDARD,STD-00323,IS 13779,ACTS_ON,related_is_text,related_is_text,IS 13779,,F034,bis_gazette_notification.csv,,22,1.00,
REL-NOTIFI-0000172,NOTIF-00534,,STANDARD,STD-00412,IS 14697,ACTS_ON,related_is_text,related_is_text,IS 14697,,F034,bis_gazette_notification.csv,,23,1.00,
REL-NOTIFI-0000173,NOTIF-01101,,STANDARD,STD-00467,IS 15111,ACTS_ON,related_is_text,related_is_text,IS 15111,,F034,bis_gazette_notification.csv,,24,1.00,
REL-NOTIFI-0000174,NOTIF-00651,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,25,1.00,
REL-NOTIFI-0000175,NOTIF-00650,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,26,1.00,
REL-NOTIFI-0000176,NOTIF-00652,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,27,1.00,
REL-NOTIFI-0000177,NOTIF-00649,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,28,1.00,
REL-NOTIFI-0000178,NOTIF-00648,,STANDARD,STD-01185,IS 3854,ACTS_ON,related_is_text,related_is_text,IS 3854,,F034,bis_gazette_notification.csv,,29,1.00,
REL-NOTIFI-0000179,NOTIF-00701,,STANDARD,STD-01223,IS 418,ACTS_ON,related_is_text,related_is_text,IS 418,,F034,bis_gazette_notification.csv,,30,1.00,
REL-NOTIFI-0000180,NOTIF-00004,,STANDARD,STD-01468,IS 694,ACTS_ON,related_is_text,related_is_text,IS 694,,F034,bis_gazette_notification.csv,,31,1.00,
REL-NOTIFI-0000181,NOTIF-01021,,STANDARD,STD-01638,IS 8828,ACTS_ON,related_is_text,related_is_text,IS 8828,,F034,bis_gazette_notification.csv,,32,1.00,
REL-NOTIFI-0000182,NOTIF-00492,,STANDARD,STD-01738,IS 9968,ACTS_ON,related_is_text,related_is_text,IS 9968,,F034,bis_gazette_notification.csv,,33,1.00,
REL-NOTIFI-0000183,NOTIF-00903,,STANDARD,STD-01582,IS 8144,ACTS_ON,related_is_text,related_is_text,IS 8144,,F034,bis_gazette_notification.csv,,36,1.00,
REL-NOTIFI-0000184,NOTIF-00883,,STANDARD,STD-00543,IS 15757,ACTS_ON,related_is_text,related_is_text,IS 15757,,F034,bis_gazette_notification.csv,,38,1.00,
REL-NOTIFI-0000185,NOTIF-00845,,STANDARD,STD-00127,IS 11536,ACTS_ON,related_is_text,related_is_text,IS 11536,,F034,bis_gazette_notification.csv,,39,1.00,
REL-NOTIFI-0000186,NOTIF-00765,,STANDARD,STD-00138,IS 1165,ACTS_ON,related_is_text,related_is_text,IS 1165,,F034,bis_gazette_notification.csv,,40,1.00,
REL-NOTIFI-0000187,NOTIF-01054,,STANDARD,STD-00141,IS 1166,ACTS_ON,related_is_text,related_is_text,IS 1166,,F034,bis_gazette_notification.csv,,41,1.00,
REL-NOTIFI-0000188,NOTIF-00931,,STANDARD,STD-00180,IS 12176,ACTS_ON,related_is_text,related_is_text,IS 12176,,F034,bis_gazette_notification.csv,,42,1.00,
REL-NOTIFI-0000189,NOTIF-00855,,STANDARD,STD-00407,IS 14625,ACTS_ON,related_is_text,related_is_text,IS 14625,,F034,bis_gazette_notification.csv,,44,1.00,
REL-NOTIFI-0000190,NOTIF-00567,,STANDARD,STD-01324,IS 5168,ACTS_ON,related_is_text,related_is_text,IS 5168,,F034,bis_gazette_notification.csv,,45,1.00,
REL-NOTIFI-0000191,NOTIF-00760,,STANDARD,STD-00031,IS 10109,ACTS_ON,related_is_text,related_is_text,IS 10109,,F034,bis_gazette_notification.csv,,47,1.00,
REL-NOTIFI-0000192,NOTIF-00902,,STANDARD,STD-01060,IS 2787,ACTS_ON,related_is_text,related_is_text,IS 2787,,F034,bis_gazette_notification.csv,,48,1.00,
REL-NOTIFI-0000193,NOTIF-00759,,STANDARD,STD-00287,IS 1342,ACTS_ON,related_is_text,related_is_text,IS 1342,,F034,bis_gazette_notification.csv,,49,1.00,
REL-NOTIFI-0000194,NOTIF-00944,,STANDARD,STD-00254,IS 13098,ACTS_ON,related_is_text,related_is_text,IS 13098,,F034,bis_gazette_notification.csv,,51,1.00,
REL-NOTIFI-0000195,NOTIF-00943,,STANDARD,STD-00527,IS 15627,ACTS_ON,related_is_text,related_is_text,IS 15627,,F034,bis_gazette_notification.csv,,52,1.00,
REL-NOTIFI-0000196,NOTIF-00945,,STANDARD,STD-00528,IS 15633,ACTS_ON,related_is_text,related_is_text,IS 15633,,F034,bis_gazette_notification.csv,,53,1.00,
REL-NOTIFI-0000197,NOTIF-00946,,STANDARD,STD-00529,IS 15636,ACTS_ON,related_is_text,related_is_text,IS 15636,,F034,bis_gazette_notification.csv,,54,1.00,
REL-NOTIFI-0000198,NOTIF-00545,,STANDARD,STD-00447,IS 14899,ACTS_ON,related_is_text,related_is_text,IS 14899,,F034,bis_gazette_notification.csv,,56,1.00,
REL-NOTIFI-0000199,NOTIF-00546,,STANDARD,STD-00465,IS 15100,ACTS_ON,related_is_text,related_is_text,IS 15100,,F034,bis_gazette_notification.csv,,57,1.00,
REL-NOTIFI-0000200,NOTIF-00015,,STANDARD,STD-01112,IS 3196,ACTS_ON,related_is_text,related_is_text,IS 3196,,F034,bis_gazette_notification.csv,,58,1.00,
REL-NOTIFI-0000201,NOTIF-00013,,STANDARD,STD-01112,IS 3196,ACTS_ON,related_is_text,related_is_text,IS 3196,,F034,bis_gazette_notification.csv,,59,1.00,
REL-NOTIFI-0000202,NOTIF-00014,,STANDARD,STD-01112,IS 3196,ACTS_ON,related_is_text,related_is_text,IS 3196,,F034,bis_gazette_notification.csv,,60,1.00,
REL-NOTIFI-0000203,NOTIF-00530,,STANDARD,STD-01115,IS 3224,ACTS_ON,related_is_text,related_is_text,IS 3224,,F034,bis_gazette_notification.csv,,61,1.00,
REL-NOTIFI-0000204,NOTIF-00681,,STANDARD,STD-01173,IS 3745,ACTS_ON,related_is_text,related_is_text,IS 3745,,F034,bis_gazette_notification.csv,,62,1.00,
REL-NOTIFI-0000205,NOTIF-00011,,STANDARD,STD-01490,IS 7142,ACTS_ON,related_is_text,related_is_text,IS 7142,,F034,bis_gazette_notification.csv,,63,1.00,
REL-NOTIFI-0000206,NOTIF-00801,,STANDARD,STD-01502,IS 7285,ACTS_ON,related_is_text,related_is_text,IS 7285,,F034,bis_gazette_notification.csv,,64,1.00,
REL-NOTIFI-0000207,NOTIF-00802,,STANDARD,STD-01502,IS 7285,ACTS_ON,related_is_text,related_is_text,IS 7285,,F034,bis_gazette_notification.csv,,65,1.00,
REL-NOTIFI-0000208,NOTIF-01051,,STANDARD,STD-01504,IS 7302,ACTS_ON,related_is_text,related_is_text,IS 7302,,F034,bis_gazette_notification.csv,,66,1.00,
REL-NOTIFI-0000209,NOTIF-01039,,STANDARD,STD-01505,IS 7312,ACTS_ON,related_is_text,related_is_text,IS 7312,,F034,bis_gazette_notification.csv,,67,1.00,
REL-NOTIFI-0000210,NOTIF-00012,,STANDARD,STD-01629,IS 8737,ACTS_ON,related_is_text,related_is_text,IS 8737,,F034,bis_gazette_notification.csv,,68,1.00,
REL-NOTIFI-0000211,NOTIF-00010,,STANDARD,STD-01632,IS 8776,ACTS_ON,related_is_text,related_is_text,IS 8776,,F034,bis_gazette_notification.csv,,69,1.00,
REL-NOTIFI-0000212,NOTIF-00529,,STANDARD,STD-01723,IS 9798,ACTS_ON,related_is_text,related_is_text,IS 9798,,F034,bis_gazette_notification.csv,,70,1.00,
REL-NOTIFI-0000213,NOTIF-00674,,STANDARD,STD-01096,IS 3055,ACTS_ON,related_is_text,related_is_text,IS 3055,,F034,bis_gazette_notification.csv,,72,1.00,
REL-NOTIFI-0000214,NOTIF-00675,,STANDARD,STD-01096,IS 3055,ACTS_ON,related_is_text,related_is_text,IS 3055,,F034,bis_gazette_notification.csv,,73,1.00,
REL-NOTIFI-0000215,NOTIF-00778,,STANDARD,STD-01536,IS 7620,ACTS_ON,related_is_text,related_is_text,IS 7620,,F034,bis_gazette_notification.csv,,74,1.00,
REL-NOTIFI-0000216,NOTIF-00808,,STANDARD,STD-00832,IS 1785,ACTS_ON,related_is_text,related_is_text,IS 1785,,F034,bis_gazette_notification.csv,,76,1.00,
REL-NOTIFI-0000217,NOTIF-00809,,STANDARD,STD-00832,IS 1785,ACTS_ON,related_is_text,related_is_text,IS 1785,,F034,bis_gazette_notification.csv,,77,1.00,
REL-NOTIFI-0000218,NOTIF-00805,,STANDARD,STD-01394,IS 6003,ACTS_ON,related_is_text,related_is_text,IS 6003:2010,,F034,bis_gazette_notification.csv,,78,1.00,
REL-NOTIFI-0000219,NOTIF-00807,,STANDARD,STD-01395,IS 6006,ACTS_ON,related_is_text,related_is_text,IS 6006:2014,,F034,bis_gazette_notification.csv,,79,1.00,
REL-NOTIFI-0000220,NOTIF-00891,,STANDARD,STD-00304,IS 13620,ACTS_ON,related_is_text,related_is_text,IS 13620:1993,,F034,bis_gazette_notification.csv,,80,1.00,
REL-NOTIFI-0000221,NOTIF-00806,,STANDARD,STD-00364,IS 14268,ACTS_ON,related_is_text,related_is_text,IS 14268:1995,,F034,bis_gazette_notification.csv,,81,1.00,
REL-NOTIFI-0000222,NOTIF-00688,,STANDARD,STD-01054,IS 277,ACTS_ON,related_is_text,related_is_text,IS 277:2003,,F034,bis_gazette_notification.csv,,82,1.00,
REL-NOTIFI-0000223,NOTIF-00916,,STANDARD,STD-00923,IS 2002,ACTS_ON,related_is_text,related_is_text,IS 2002:2009,,F034,bis_gazette_notification.csv,,83,1.00,
REL-NOTIFI-0000224,NOTIF-00926,,STANDARD,STD-00933,IS 2041,ACTS_ON,related_is_text,related_is_text,IS 2041:2009,,F034,bis_gazette_notification.csv,,84,1.00,
REL-NOTIFI-0000225,NOTIF-01111,,STANDARD,STD-01066,IS 2830,ACTS_ON,related_is_text,related_is_text,IS 2830:2012,,F034,bis_gazette_notification.csv,,85,1.00,
REL-NOTIFI-0000226,NOTIF-00557,,STANDARD,STD-00833,IS 1786,ACTS_ON,related_is_text,related_is_text,IS 1786:2008,,F034,bis_gazette_notification.csv,,86,1.00,
REL-NOTIFI-0000227,NOTIF-00611,,STANDARD,STD-01435,IS 648,ACTS_ON,related_is_text,related_is_text,IS 648:2006,,F034,bis_gazette_notification.csv,,87,1.00,
REL-NOTIFI-0000228,NOTIF-00645,,STANDARD,STD-01092,IS 3024,ACTS_ON,related_is_text,related_is_text,IS 3024:2015,,F034,bis_gazette_notification.csv,,88,1.00,
REL-NOTIFI-0000229,NOTIF-00552,,STANDARD,STD-00496,IS 15391,ACTS_ON,related_is_text,related_is_text,IS 15391:2003,,F034,bis_gazette_notification.csv,,89,1.00,
REL-NOTIFI-0000230,NOTIF-01182,,STANDARD,STD-00939,IS 2062,ACTS_ON,related_is_text,related_is_text,IS 2062:2011,,F034,bis_gazette_notification.csv,,90,1.00,
REL-NOTIFI-0000231,NOTIF-00558,,STANDARD,STD-01241,IS 432,ACTS_ON,related_is_text,related_is_text,IS 432,,F034,bis_gazette_notification.csv,,91,1.00,
REL-NOTIFI-0000232,NOTIF-00559,,STANDARD,STD-01241,IS 432,ACTS_ON,related_is_text,related_is_text,IS 432,,F034,bis_gazette_notification.csv,,92,1.00,
REL-NOTIFI-0000233,NOTIF-00605,,STANDARD,STD-01317,IS 513,ACTS_ON,related_is_text,related_is_text,IS 513,,F034,bis_gazette_notification.csv,,93,1.00,
REL-NOTIFI-0000234,NOTIF-00606,,STANDARD,STD-01317,IS 513,ACTS_ON,related_is_text,related_is_text,IS 513,,F034,bis_gazette_notification.csv,,94,1.00,
REL-NOTIFI-0000235,NOTIF-01181,,STANDARD,STD-00083,IS 1079,ACTS_ON,related_is_text,related_is_text,IS 1079:2017,,F034,bis_gazette_notification.csv,,95,1.00,
REL-NOTIFI-0000236,NOTIF-00887,,STANDARD,STD-00895,IS 1875,ACTS_ON,related_is_text,related_is_text,IS 1875:1992,,F034,bis_gazette_notification.csv,,96,1.00,
REL-NOTIFI-0000237,NOTIF-00932,,STANDARD,STD-01073,IS 2879,ACTS_ON,related_is_text,related_is_text,IS 2879:1998,,F034,bis_gazette_notification.csv,,97,1.00,
REL-NOTIFI-0000238,NOTIF-00494,,STANDARD,STD-01143,IS 3502,ACTS_ON,related_is_text,related_is_text,IS 3502:2009,,F034,bis_gazette_notification.csv,,98,1.00,
REL-NOTIFI-0000239,NOTIF-00610,,STANDARD,STD-01387,IS 5872,ACTS_ON,related_is_text,related_is_text,IS 5872:1990,,F034,bis_gazette_notification.csv,,99,1.00,
REL-NOTIFI-0000240,NOTIF-00882,,STANDARD,STD-01393,IS 5986,ACTS_ON,related_is_text,related_is_text,IS 5986:2017,,F034,bis_gazette_notification.csv,,100,1.00,
REL-NOTIFI-0000241,NOTIF-00774,,STANDARD,STD-01420,IS 6240,ACTS_ON,related_is_text,related_is_text,IS 6240:2008,,F034,bis_gazette_notification.csv,,101,1.00,
REL-NOTIFI-0000242,NOTIF-00489,,STANDARD,STD-01501,IS 7283,ACTS_ON,related_is_text,related_is_text,IS 7283:1992,,F034,bis_gazette_notification.csv,,102,1.00,
REL-NOTIFI-0000243,NOTIF-01095,,STANDARD,STD-01553,IS 7887,ACTS_ON,related_is_text,related_is_text,IS 7887:1992,,F034,bis_gazette_notification.csv,,103,1.00,
REL-NOTIFI-0000244,NOTIF-01042,,STANDARD,STD-00078,IS 10748,ACTS_ON,related_is_text,related_is_text,IS 10748:2004,,F034,bis_gazette_notification.csv,,104,1.00,
REL-NOTIFI-0000245,NOTIF-00609,,STANDARD,STD-00126,IS 11513,ACTS_ON,related_is_text,related_is_text,IS 11513:2017,,F034,bis_gazette_notification.csv,,105,1.00,
REL-NOTIFI-0000246,NOTIF-01041,,STANDARD,STD-00531,IS 15647,ACTS_ON,related_is_text,related_is_text,IS 15647:2006,,F034,bis_gazette_notification.csv,,106,1.00,
REL-NOTIFI-0000247,NOTIF-00498,,STANDARD,STD-01557,IS 7904,ACTS_ON,related_is_text,related_is_text,IS 7904:2017,,F034,bis_gazette_notification.csv,,107,1.00,
REL-NOTIFI-0000248,NOTIF-00776,,STANDARD,STD-00360,IS 14246,ACTS_ON,related_is_text,related_is_text,IS 14246:2013,,F034,bis_gazette_notification.csv,,108,1.00,
REL-NOTIFI-0000249,NOTIF-00810,,STANDARD,STD-00583,IS 15965,ACTS_ON,related_is_text,related_is_text,IS 15965:2012,,F034,bis_gazette_notification.csv,,109,1.00,
REL-NOTIFI-0000250,NOTIF-01094,,STANDARD,STD-01062,IS 280,ACTS_ON,related_is_text,related_is_text,IS 280: 2006,,F034,bis_gazette_notification.csv,,110,1.00,
REL-NOTIFI-0000251,NOTIF-00958,,STANDARD,STD-00868,IS 1835,ACTS_ON,related_is_text,related_is_text,IS 1835:1976,,F034,bis_gazette_notification.csv,,111,1.00,
REL-NOTIFI-0000252,NOTIF-00597,,STANDARD,STD-01194,IS 3975,ACTS_ON,related_is_text,related_is_text,IS 3975:1999,,F034,bis_gazette_notification.csv,,112,1.00,
REL-NOTIFI-0000253,NOTIF-01093,,STANDARD,STD-01246,IS 4368,ACTS_ON,related_is_text,related_is_text,IS 4368:1967,,F034,bis_gazette_notification.csv,,113,1.00,
REL-NOTIFI-0000254,NOTIF-00950,,STANDARD,STD-01261,IS 4454 (Part 1),ACTS_ON,related_is_text,related_is_text,IS 4454 (Part 1) : 2001,,F034,bis_gazette_notification.csv,,114,1.00,
REL-NOTIFI-0000255,NOTIF-00951,,STANDARD,STD-01262,IS 4454 (Part 2),ACTS_ON,related_is_text,related_is_text,IS 4454 (Part 2): 2001,,F034,bis_gazette_notification.csv,,115,1.00,
REL-NOTIFI-0000256,NOTIF-00702,,STANDARD,STD-01295,IS 4824,ACTS_ON,related_is_text,related_is_text,IS 4824:2006,,F034,bis_gazette_notification.csv,,116,1.00,
REL-NOTIFI-0000257,NOTIF-00613,,STANDARD,STD-00106,IS 11169 (Part 1),ACTS_ON,related_is_text,related_is_text,IS 11169 (Part 1): 1984,,F034,bis_gazette_notification.csv,,117,1.00,
REL-NOTIFI-0000258,NOTIF-01061,,STANDARD,STD-00134,IS 11587,ACTS_ON,related_is_text,related_is_text,IS 11587:1986,,F034,bis_gazette_notification.csv,,118,1.00,
REL-NOTIFI-0000259,NOTIF-00475,,STANDARD,STD-00466,IS 15103,ACTS_ON,related_is_text,related_is_text,IS 15103: 2002,,F034,bis_gazette_notification.csv,,119,1.00,
REL-NOTIFI-0000260,NOTIF-01040,,STANDARD,STD-00574,IS 15914,ACTS_ON,related_is_text,related_is_text,IS 15914:2011,,F034,bis_gazette_notification.csv,,120,1.00,
REL-NOTIFI-0000261,NOTIF-01178,,STANDARD,STD-00581,IS 15961,ACTS_ON,related_is_text,related_is_text,IS 15961:2012,,F034,bis_gazette_notification.csv,,121,1.00,
REL-NOTIFI-0000262,NOTIF-00508,,STANDARD,STD-00582,IS 15962,ACTS_ON,related_is_text,related_is_text,IS 15962:2012,,F034,bis_gazette_notification.csv,,122,1.00,
REL-NOTIFI-0000263,NOTIF-01155,,STANDARD,STD-01438,IS 6527,ACTS_ON,related_is_text,related_is_text,IS 6527:1995,,F034,bis_gazette_notification.csv,,123,1.00,
REL-NOTIFI-0000264,NOTIF-01154,,STANDARD,STD-01439,IS 6528,ACTS_ON,related_is_text,related_is_text,IS 6528:1995,,F034,bis_gazette_notification.csv,,124,1.00,
REL-NOTIFI-0000265,NOTIF-01153,,STANDARD,STD-01445,IS 6603,ACTS_ON,related_is_text,related_is_text,IS 6603:2001,,F034,bis_gazette_notification.csv,,125,1.00,
REL-NOTIFI-0000266,NOTIF-00901,,STANDARD,STD-01368,IS 5522,ACTS_ON,related_is_text,related_is_text,IS 5522:2014,,F034,bis_gazette_notification.csv,,126,1.00,
REL-NOTIFI-0000267,NOTIF-01151,,STANDARD,STD-01465,IS 6911,ACTS_ON,related_is_text,related_is_text,IS 6911:2017,,F034,bis_gazette_notification.csv,,127,1.00,
REL-NOTIFI-0000268,NOTIF-00900,,STANDARD,STD-00586,IS 15997,ACTS_ON,related_is_text,related_is_text,IS 15997:2012,,F034,bis_gazette_notification.csv,,128,1.00,
REL-NOTIFI-0000269,NOTIF-00881,,STANDARD,STD-00104,IS 1110,ACTS_ON,related_is_text,related_is_text,IS 1110 : 1990,,F034,bis_gazette_notification.csv,,129,1.00,
REL-NOTIFI-0000270,NOTIF-00878,,STANDARD,STD-01253,IS 4409,ACTS_ON,related_is_text,related_is_text,IS 4409 : 1973,,F034,bis_gazette_notification.csv,,130,1.00,
REL-NOTIFI-0000271,NOTIF-01183,,STANDARD,STD-00046,IS 1029,ACTS_ON,related_is_text,related_is_text,IS 1029 : 1970,,F034,bis_gazette_notification.csv,,131,1.00,
REL-NOTIFI-0000272,NOTIF-00607,,STANDARD,STD-00986,IS 2385,ACTS_ON,related_is_text,related_is_text,IS 2385 : 1977,,F034,bis_gazette_notification.csv,,132,1.00,
REL-NOTIFI-0000273,NOTIF-00690,,STANDARD,STD-01095,IS 3039,ACTS_ON,related_is_text,related_is_text,IS 3039 : 1988,,F034,bis_gazette_notification.csv,,133,1.00,
REL-NOTIFI-0000274,NOTIF-00920,,STANDARD,STD-01703,IS 9550,ACTS_ON,related_is_text,related_is_text,IS 9550 : 2001,,F034,bis_gazette_notification.csv,,134,1.00,
REL-NOTIFI-0000275,NOTIF-00707,,STANDARD,STD-01174,IS 3748,ACTS_ON,related_is_text,related_is_text,IS 3748 : 1990,,F034,bis_gazette_notification.csv,,135,1.00,
REL-NOTIFI-0000276,NOTIF-01175,,STANDARD,STD-01366,IS 5517,ACTS_ON,related_is_text,related_is_text,IS 5517 : 1993,,F034,bis_gazette_notification.csv,,136,1.00,
REL-NOTIFI-0000277,NOTIF-00643,,STANDARD,STD-00693,IS 16732,ACTS_ON,related_is_text,related_is_text,IS 16732 : 2019,,F034,bis_gazette_notification.csv,,137,1.00,
REL-NOTIFI-0000278,NOTIF-00485,,STANDARD,STD-01526,IS 7494,ACTS_ON,related_is_text,related_is_text,IS 7494 : 1981,,F034,bis_gazette_notification.csv,,138,1.00,
REL-NOTIFI-0000279,NOTIF-00764,,STANDARD,STD-00178,IS 12146,ACTS_ON,related_is_text,related_is_text,IS 12146 : 1987,,F034,bis_gazette_notification.csv,,139,1.00,
REL-NOTIFI-0000280,NOTIF-00677,,STANDARD,STD-00669,IS 16585,ACTS_ON,related_is_text,related_is_text,IS 16585 : 2016,,F034,bis_gazette_notification.csv,,140,1.00,
REL-NOTIFI-0000281,NOTIF-01064,,STANDARD,STD-01067,IS 2831,ACTS_ON,related_is_text,related_is_text,IS 2831 : 2012,,F034,bis_gazette_notification.csv,,141,1.00,
REL-NOTIFI-0000282,NOTIF-01059,,STANDARD,STD-00124,IS 1148,ACTS_ON,related_is_text,related_is_text,IS 1148 : 2009,,F034,bis_gazette_notification.csv,,142,1.00,
REL-NOTIFI-0000283,NOTIF-00614,,STANDARD,STD-00692,IS 1673,ACTS_ON,related_is_text,related_is_text,IS 1673 : 1984,,F034,bis_gazette_notification.csv,,143,1.00,
REL-NOTIFI-0000284,NOTIF-00983,,STANDARD,STD-00853,IS 1812,ACTS_ON,related_is_text,related_is_text,IS 1812 : 1982,,F034,bis_gazette_notification.csv,,144,1.00,
REL-NOTIFI-0000285,NOTIF-01165,,STANDARD,STD-01002,IS 2507,ACTS_ON,related_is_text,related_is_text,IS 2507 : 1975,,F034,bis_gazette_notification.csv,,145,1.00,
REL-NOTIFI-0000286,NOTIF-00615,,STANDARD,STD-00973,IS 2255,ACTS_ON,related_is_text,related_is_text,IS 2255 : 1977,,F034,bis_gazette_notification.csv,,146,1.00,
REL-NOTIFI-0000287,NOTIF-00977,,STANDARD,STD-01111,IS 3195,ACTS_ON,related_is_text,related_is_text,IS 3195 : 1992,,F034,bis_gazette_notification.csv,,147,1.00,
REL-NOTIFI-0000288,NOTIF-00544,,STANDARD,STD-01134,IS 3431,ACTS_ON,related_is_text,related_is_text,IS 3431 : 1982,,F034,bis_gazette_notification.csv,,148,1.00,
REL-NOTIFI-0000289,NOTIF-00995,,STANDARD,STD-01187,IS 3885,ACTS_ON,related_is_text,related_is_text,IS 3885,,F034,bis_gazette_notification.csv,,149,1.00,
REL-NOTIFI-0000290,NOTIF-00996,,STANDARD,STD-01187,IS 3885,ACTS_ON,related_is_text,related_is_text,IS 3885,,F034,bis_gazette_notification.csv,,150,1.00,
REL-NOTIFI-0000291,NOTIF-00679,,STANDARD,STD-01226,IS 4223,ACTS_ON,related_is_text,related_is_text,IS 4223: 1975,,F034,bis_gazette_notification.csv,,151,1.00,
REL-NOTIFI-0000292,NOTIF-01156,,STANDARD,STD-01227,IS 4224,ACTS_ON,related_is_text,related_is_text,IS 4224: 1972,,F034,bis_gazette_notification.csv,,152,1.00,
REL-NOTIFI-0000293,NOTIF-00917,,STANDARD,STD-01250,IS 4397,ACTS_ON,related_is_text,related_is_text,IS 4397: 1999,,F034,bis_gazette_notification.csv,,153,1.00,
REL-NOTIFI-0000294,NOTIF-00918,,STANDARD,STD-01251,IS 4398,ACTS_ON,related_is_text,related_is_text,IS 4398: 1994,,F034,bis_gazette_notification.csv,,154,1.00,
REL-NOTIFI-0000295,NOTIF-01162,,STANDARD,STD-01462,IS 6902,ACTS_ON,related_is_text,related_is_text,IS 6902: 1973,,F034,bis_gazette_notification.csv,,155,1.00,
REL-NOTIFI-0000296,NOTIF-01020,,STANDARD,STD-01471,IS 6967,ACTS_ON,related_is_text,related_is_text,IS 6967: 1973,,F034,bis_gazette_notification.csv,,156,1.00,
REL-NOTIFI-0000297,NOTIF-01087,,STANDARD,STD-01498,IS 7226,ACTS_ON,related_is_text,related_is_text,IS 7226: 1974,,F034,bis_gazette_notification.csv,,157,1.00,
REL-NOTIFI-0000298,NOTIF-00602,,STANDARD,STD-01531,IS 7557,ACTS_ON,related_is_text,related_is_text,IS 7557: 1982,,F034,bis_gazette_notification.csv,,158,1.00,
REL-NOTIFI-0000299,NOTIF-01077,,STANDARD,STD-01572,IS 8052,ACTS_ON,related_is_text,related_is_text,IS 8052: 2006,,F034,bis_gazette_notification.csv,,159,1.00,
REL-NOTIFI-0000300,NOTIF-00499,,STANDARD,STD-01645,IS 8951,ACTS_ON,related_is_text,related_is_text,IS 8951: 2001,,F034,bis_gazette_notification.csv,,160,1.00,
REL-NOTIFI-0000301,NOTIF-01088,,STANDARD,STD-01646,IS 8952,ACTS_ON,related_is_text,related_is_text,IS 8952: 1995,,F034,bis_gazette_notification.csv,,161,1.00,
REL-NOTIFI-0000302,NOTIF-00576,,STANDARD,STD-01696,IS 9476,ACTS_ON,related_is_text,related_is_text,IS 9476: 1980,,F034,bis_gazette_notification.csv,,162,1.00,
REL-NOTIFI-0000303,NOTIF-01123,,STANDARD,STD-01737,IS 9962,ACTS_ON,related_is_text,related_is_text,IS 9962: 1981,,F034,bis_gazette_notification.csv,,163,1.00,
REL-NOTIFI-0000304,NOTIF-00510,,STANDARD,STD-00737,IS 17111,ACTS_ON,related_is_text,related_is_text,IS 17111: 2019,,F034,bis_gazette_notification.csv,,164,1.00,
REL-NOTIFI-0000305,NOTIF-00500,,STANDARD,STD-00373,IS 14331,ACTS_ON,related_is_text,related_is_text,IS 14331:1995,,F034,bis_gazette_notification.csv,,165,1.00,
REL-NOTIFI-0000306,NOTIF-00561,,STANDARD,STD-00213,IS 12594,ACTS_ON,related_is_text,related_is_text,IS 12594: 1988,,F034,bis_gazette_notification.csv,,166,1.00,
REL-NOTIFI-0000307,NOTIF-00967,,STANDARD,STD-00408,IS 14650,ACTS_ON,related_is_text,related_is_text,IS 14650:1999,,F034,bis_gazette_notification.csv,,167,1.00,
REL-NOTIFI-0000308,NOTIF-00912,,STANDARD,STD-01298,IS 4882,ACTS_ON,related_is_text,related_is_text,IS 4882: 1979,,F034,bis_gazette_notification.csv,,168,1.00,
REL-NOTIFI-0000309,NOTIF-00804,,STANDARD,STD-00951,IS 2090,ACTS_ON,related_is_text,related_is_text,IS 2090:1983,,F034,bis_gazette_notification.csv,,169,1.00,
REL-NOTIFI-0000310,NOTIF-00888,,STANDARD,STD-01440,IS 6529,ACTS_ON,related_is_text,related_is_text,IS 6529:1996,,F034,bis_gazette_notification.csv,,170,1.00,
REL-NOTIFI-0000311,NOTIF-00972,,STANDARD,STD-01681,IS 9294,ACTS_ON,related_is_text,related_is_text,IS 9294:1979,,F034,bis_gazette_notification.csv,,171,1.00,
REL-NOTIFI-0000312,NOTIF-01036,,STANDARD,STD-00068,IS 10631,ACTS_ON,related_is_text,related_is_text,IS 10631:1983,,F034,bis_gazette_notification.csv,,172,1.00,
REL-NOTIFI-0000313,NOTIF-01007,,STANDARD,STD-00069,IS 10632 (Part 2),ACTS_ON,related_is_text,related_is_text,IS 10632 (Part 2):1983,,F034,bis_gazette_notification.csv,,173,1.00,
REL-NOTIFI-0000314,NOTIF-01008,,STANDARD,STD-00070,IS 10632 (Part 3),ACTS_ON,related_is_text,related_is_text,IS 10632 (Part 3):1983,,F034,bis_gazette_notification.csv,,174,1.00,
