pair_id,file_a,sheet_a,file_b,sheet_b,columns_a,columns_b,common_columns,unique_columns_a,unique_columns_b,column_jaccard,schema_verdict,common_column_list,unique_a_list,unique_b_list,entity_jaccard_max,deep_compared,deep_compare_reason
SC-0111,07_scheme_x.csv,07_scheme_x,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,23,14,4,19,10,0.1212,SCHEMA_WEAK_OVERLAP,certification_type; mandatory_voluntary; scheme_id; source_url,canonical_is_number; display_is_number; extraction_method; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status; retrieval_timestamp; scheme_label …(+7),is_number; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_name; scheme_type; scope,0.3333,YES,IS_JACCARD=0.33; SAME_DOMAIN=07_SCHEME_X
SC-0112,07_scheme_x.csv,07_scheme_x,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,23,14,4,19,10,0.1212,SCHEMA_WEAK_OVERLAP,certification_type; mandatory_voluntary; scheme_id; source_url,canonical_is_number; display_is_number; extraction_method; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status; retrieval_timestamp; scheme_label …(+7),is_number; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_name; scheme_type; scope,0.3333,YES,IS_JACCARD=0.33; SAME_DOMAIN=07_SCHEME_X
SC-0113,07_scheme_x.csv,07_scheme_x,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,23,14,4,19,10,0.1212,SCHEMA_WEAK_OVERLAP,certification_type; mandatory_voluntary; scheme_id; source_url,canonical_is_number; display_is_number; extraction_method; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status; retrieval_timestamp; scheme_label …(+7),is; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_name; scheme_type; scope,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0114,07_scheme_x.csv,07_scheme_x,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,23,14,4,19,10,0.1212,SCHEMA_WEAK_OVERLAP,certification_type; mandatory_voluntary; scheme_id; source_url,canonical_is_number; display_is_number; extraction_method; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status; retrieval_timestamp; scheme_label …(+7),is; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_name; scheme_type; scope,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0115,07_scheme_x.csv,07_scheme_x,BIS_Standards_Amendments.xlsx,BIS_Standards_Amendments,23,12,1,22,11,0.0294,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),amendment_date; amendment_id; amendment_number; document_url; effective_date; new_version; original_version; parent_entity; status; superseded_document; superseding_document,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0116,07_scheme_x.csv,07_scheme_x,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,23,19,1,22,18,0.0244,SCHEMA_WEAK_OVERLAP,title,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+6),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0117,07_scheme_x.csv,07_scheme_x,BIS_Standards_Details_v2.xlsx,BIS Standards,23,19,1,22,18,0.0244,SCHEMA_WEAK_OVERLAP,title,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+6),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0118,07_scheme_x.csv,07_scheme_x,BIS_Standards_Details_v3.xlsx,BIS Standards,23,19,1,22,18,0.0244,SCHEMA_WEAK_OVERLAP,title,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+6),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0119,07_scheme_x.csv,07_scheme_x,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,23,23,1,22,22,0.0222,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),application_procedure; conformity_assessment; eligibility; factory_requirements; fees; forms; infrastructure_requirements; inspection; is_number; laboratory_testing; licence_or_coc_grant; process_controls …(+10),0.125,NO,NO_CONTENT_LINK_DETECTED
SC-0120,07_scheme_x.csv,07_scheme_x,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,23,23,1,22,22,0.0222,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),application_procedure; certification_scheme_to_store; conformity_assessment; eligibility; factory_requirements; fees; forms; group; infrastructure_requirements; inspection; is_number; laboratory_testing …(+10),0.1667,NO,NO_CONTENT_LINK_DETECTED
SC-0121,07_scheme_x.csv,07_scheme_x,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,23,18,1,22,17,0.025,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),acceptance_criteria; clause; is_number; laboratory_requirement; product; rejection_handling; remarks; required_equipment; sample_size; sampling_frequency; source_document; source_page …(+5),0.087,NO,NO_CONTENT_LINK_DETECTED
SC-0122,07_scheme_x.csv,07_scheme_x,bis_circulars (1).csv,bis_circulars (1),23,11,2,21,9,0.0625,SCHEMA_WEAK_OVERLAP,source_url; title,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+9),circular_id; circular_number; document_url; effective_date; implementation_instructions; issuing_authority; related_is; release_date; subject,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0123,07_scheme_x.csv,07_scheme_x,bis_gazette_notification.csv,bis_gazette_notification,23,4,1,22,3,0.0385,SCHEMA_WEAK_OVERLAP,title,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),id; related_is; unnamed_3,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0124,07_scheme_x.csv,07_scheme_x,bis_laboratories.csv,bis_laboratories,23,11,1,22,10,0.0303,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),accreditation_validity; address; city; contact_details; lab_id; lab_name; lab_type; pin; state; tested_is_numbers,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0125,07_scheme_x.csv,07_scheme_x,bis_product_certification_faq (1).csv,bis_product_certification_faq (1),23,8,1,22,7,0.0333,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),answer; category; faq_id; question; related_is; related_product; related_scheme,0.2,NO,NO_CONTENT_LINK_DETECTED
SC-0126,07_scheme_x.csv,07_scheme_x,bis_product_certifications.csv,bis_product_certifications,23,9,2,21,7,0.0667,SCHEMA_WEAK_OVERLAP,scheme_id; source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+9),applicability; application_procedure; document_url; fee_structure; guideline_title; inspection_testing_norm; scheme_name,0.1667,NO,NO_CONTENT_LINK_DETECTED
SC-0127,07_scheme_x.csv,07_scheme_x,bis_topic17_hallmarking_centres.csv,bis_topic17_hallmarking_centres,23,14,1,22,13,0.0278,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),address; centre_code; centre_id; centre_name; city; district; pin; recognition_status; recognition_status_raw; scope; services; state …(+1),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0128,07_scheme_x.csv,07_scheme_x,bis_topic17_hallmarking_centres_cancelled_suspended.csv,bis_topic17_hallmarking_centres_cancelled_suspended,23,17,1,22,16,0.0256,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),address; centre_code; centre_id; centre_name; centre_type; city; district; pin; recognition_status; recognition_status_raw; region; scope …(+4),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0129,07_scheme_x.csv,07_scheme_x,data__raw__fmcs_all_fmcs_list_raw.csv,data__raw__fmcs_all_fmcs_list_raw,23,9,1,22,8,0.0323,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),cml_no_raw; name_address_raw; retrieved_at; s_no; standard_no_raw; status_raw; validity_date_raw; variety_brand_raw,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0130,07_scheme_x.csv,07_scheme_x,output__extraction_log.csv,output__extraction_log,23,6,0,23,6,0.0,SCHEMA_DISJOINT,,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+11),error_type; notes; outcome; retry_count; timestamp; url,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0131,07_scheme_x.csv,07_scheme_x,output__fmcs_country_coverage.csv,output__fmcs_country_coverage,23,3,0,23,3,0.0,SCHEMA_DISJOINT,,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+11),country; licence_count; manufacturer_count,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0132,07_scheme_x.csv,07_scheme_x,output__fmcs_is_coverage.csv,output__fmcs_is_coverage,23,3,0,23,3,0.0,SCHEMA_DISJOINT,,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+11),is_number; licence_count; manufacturer_count,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0133,07_scheme_x.csv,07_scheme_x,output__source_inventory.csv,output__source_inventory,23,12,0,23,12,0.0,SCHEMA_DISJOINT,,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+11),bytes; canonical_document_id; content_type; dedup_status; http_status; last_modified; notes; retrieved_at; sha256; source_title; source_type; url,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0134,07_scheme_x.csv,07_scheme_x,output__topic18_fmcs_manufacturers.csv,output__topic18_fmcs_manufacturers,23,17,1,22,16,0.0256,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),air; application_requirements; competent_personnel; country; documents; eligibility; factory; fees; is_number; licence; licence_status; machinery_requirements …(+4),0.0003,NO,NO_CONTENT_LINK_DETECTED
SC-0135,07_scheme_x.csv,07_scheme_x,output__topic19_official_documents.csv,output__topic19_official_documents,23,17,1,22,16,0.0256,SCHEMA_WEAK_OVERLAP,source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+10),access_status; date; document_id; document_title; document_type; download_url; effective_date; is_number; license_access_restriction; local_file; page_count; product …(+4),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0136,07_scheme_x.csv,07_scheme_x,output__topic20_provenance.csv,output__topic20_provenance,23,19,2,21,17,0.05,SCHEMA_WEAK_OVERLAP,retrieval_timestamp; source_url,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+9),clause; confidence; document_hash; document_id; document_title; effective_date; entity_type; evidence_text; field_name; field_value; page; record_id …(+5),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0137,07_scheme_x.csv,07_scheme_x,output__unresolved_records.csv,output__unresolved_records,23,6,0,23,6,0.0,SCHEMA_DISJOINT,,canonical_is_number; certification_type; display_is_number; extraction_method; mandatory_voluntary; missing_reason; notification_document_url; notification_reference; notified_by; product_name; raw_is_number; record_status …(+11),attempted_source_url; entity_type; field_name; reason; record_id; resolution_needed,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0138,17_source_conflicts.csv,17_source_conflicts,BIS_Combined_Testing_Master.xlsx,Combined_Testing_Master,14,12,0,14,12,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),acceptance_criteria; clause; frequency; method; method_standard; parameter; remarks; required_equipment; sample_size; source_url; test_id; test_name,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0139,17_source_conflicts.csv,17_source_conflicts,BIS_FAQs_Master.xlsx,BIS_FAQs_Master,14,10,0,14,10,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),answer; category; document_reference; faq_id; question; related_is; related_product; related_qco; related_scheme; source_url,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0140,17_source_conflicts.csv,17_source_conflicts,BIS_Laboratory_Scopes.xlsx,BIS_Laboratory_Scopes,14,12,0,14,12,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),capability; clause; is_number; lab_id; product; scope_id; scope_status; scope_validity; source_url; test_method; test_name; testing_charge,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0141,17_source_conflicts.csv,17_source_conflicts,BIS_Mandatory_Hallmarking_Orders.xlsx,Mandatory_Hallmarking_Orders,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendment; district_phase; document_url; effective_date; exemption; fineness; geographical_applicability; mandatory_status; metal; order_id; order_number; order_title …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0142,17_source_conflicts.csv,17_source_conflicts,BIS_Notifications_Master.xlsx,BIS_Notifications_Master,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),date; department; document_url; effective_date; ministry; notification_id; notification_number; related_amendment; related_is; related_qco; source_url; subject …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0143,17_source_conflicts.csv,17_source_conflicts,BIS_Product_Manuals_Master.xlsx,BIS_Product_Manuals,14,20,0,14,20,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),document_url; grouping_guidelines; inspection_requirements; is_number; licensing_requirements; manual_id; manual_title; marking_requirements; process_requirements; product; raw_material_requirements; revision_date …(+8),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0144,17_source_conflicts.csv,17_source_conflicts,BIS_Products_Details.xlsx,Products_Details,14,11,0,14,11,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),alternate_names; category; description; keywords; product_id; product_name; related_is_numbers; related_qcos; related_schemes; source_url; subcategory,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0145,17_source_conflicts.csv,17_source_conflicts,BIS_Products_Full_Information.xlsx,Products_Details,14,11,0,14,11,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),alternate_names; category; description; keywords; product_id; product_name; related_is_numbers; related_qcos; related_schemes; source_url; subcategory,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0146,17_source_conflicts.csv,17_source_conflicts,BIS_Products_Full_Information_v2.xlsx,Products_Details,14,11,0,14,11,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),alternate_names; category; description; keywords; product_id; product_name; related_is_numbers; related_qcos; related_schemes; source_url; subcategory,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0147,17_source_conflicts.csv,17_source_conflicts,BIS_QCO-schema_2.xlsx,BIS_QCO-schema_2,14,22,0,14,22,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendments; corrigendas; current_status; deferments; department; effective_date; exclusions; extensions; is_numbers; mandatory_status; ministry; notification_date …(+10),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0148,17_source_conflicts.csv,17_source_conflicts,BIS_QCO_Master_Records (1).xlsx,QCO_Master_Records,14,22,0,14,22,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendments; corrigendas; current_status; deferments; department; effective_date; exclusions; extensions; is_numbers; mandatory_status; ministry; notification_date …(+10),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0149,17_source_conflicts.csv,17_source_conflicts,BIS_QCO_Master_Records.xlsx,QCO_Master_Details,14,22,0,14,22,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendments; corrigendas; current_status; deferments; department; effective_date; exclusions; extensions; is_numbers; mandatory_status; ministry; notification_date …(+10),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0150,17_source_conflicts.csv,17_source_conflicts,BIS_QCO_Master_Records_v3.xlsx,QCO_Master_Records,14,22,0,14,22,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendments; corrigendas; current_status; deferments; department; effective_date; exclusions; extensions; is_numbers; mandatory_status; ministry; notification_date …(+10),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0151,17_source_conflicts.csv,17_source_conflicts,BIS_QCO_Master_Scheme_1.xlsx,BIS_QCO_Master_Scheme_1,14,11,0,14,11,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendments_extensions; effective_implementation_date; exemptions; is_number; mandatory_voluntary_status; ministry; notification_number; product; qco_order; scope; source_gazette_url,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0152,17_source_conflicts.csv,17_source_conflicts,BIS_QCO_Summary.xlsx,QCO_Summary,14,7,0,14,7,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),key_scope_exclusions_amendments; ministry_department; notification_no_date; product_standard_is; qco_name_identifier; scheme_status; source_document_link,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0153,17_source_conflicts.csv,17_source_conflicts,BIS_Recognized_Laboratories.xlsx,BIS_Recognized_Labs,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),address; city; contact_number; contact_person; district; email; lab_code; lab_id; lab_name; recognition_status; scope_url; source_url …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0154,17_source_conflicts.csv,17_source_conflicts,BIS_Scheme_IV_FMCS.xlsx,BIS_FMCS_Scheme_IV,14,13,0,14,13,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),certification_type; is_number; mandatory_voluntary; product; related_product_manual; related_qco; related_sit; requirements; scheme_id_code; scheme_name; scheme_type; scope …(+1),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0155,17_source_conflicts.csv,17_source_conflicts,BIS_Scheme_X_Industrial.xlsx,BIS_Scheme_X,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),certification_type; is_number; mandatory_voluntary; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_id; scheme_name; scheme_type …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0156,17_source_conflicts.csv,17_source_conflicts,BIS_Scheme_X_Industrial_v2.xlsx,BIS_Scheme_X,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),certification_type; is_number; mandatory_voluntary; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_id; scheme_name; scheme_type …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0157,17_source_conflicts.csv,17_source_conflicts,BIS_Schemes_Master.xlsx,BIS_Schemes_Master,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),certification_type; is; mandatory_voluntary; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_id; scheme_name; scheme_type …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0158,17_source_conflicts.csv,17_source_conflicts,BIS_Schemes_Master_Scheme_2.xlsx,BIS_Schemes_Master_Scheme_2,14,14,0,14,14,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),certification_type; is; mandatory_voluntary; product; related_product_manual; related_qco; related_sit; requirements; scheme_code; scheme_id; scheme_name; scheme_type …(+2),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0159,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Amendments.xlsx,BIS_Standards_Amendments,14,12,0,14,12,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),amendment_date; amendment_id; amendment_number; document_url; effective_date; new_version; original_version; parent_entity; source_url; status; superseded_document; superseding_document,0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0160,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Details_v2 (1).xlsx,BIS Standards,14,19,0,14,19,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+7),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0161,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Details_v2.xlsx,BIS Standards,14,19,0,14,19,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+7),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0162,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Details_v3.xlsx,BIS Standards,14,19,0,14,19,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),current_status; degree_of_equivalence; document_url; is_number; official_url; part_section; product_category; publication_date; reaffirmation_review_date; revision; revision_date; standard_id …(+7),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0163,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Intelligence_Master.xlsx,BIS_Standards_Intelligence,14,23,0,14,23,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),application_procedure; conformity_assessment; eligibility; factory_requirements; fees; forms; infrastructure_requirements; inspection; is_number; laboratory_testing; licence_or_coc_grant; process_controls …(+11),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0164,17_source_conflicts.csv,17_source_conflicts,BIS_Standards_Scheme_Mapping.xlsx,BIS_Standards_Scheme_Mapping,14,23,0,14,23,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),application_procedure; certification_scheme_to_store; conformity_assessment; eligibility; factory_requirements; fees; forms; group; infrastructure_requirements; inspection; is_number; laboratory_testing …(+11),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0165,17_source_conflicts.csv,17_source_conflicts,BIS_Testing_Parameters_Master.xlsx,BIS_Testing_Parameters,14,18,0,14,18,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),acceptance_criteria; clause; is_number; laboratory_requirement; product; rejection_handling; remarks; required_equipment; sample_size; sampling_frequency; source_document; source_page …(+6),0.0,NO,NO_CONTENT_LINK_DETECTED
SC-0166,17_source_conflicts.csv,17_source_conflicts,bis_circulars (1).csv,bis_circulars (1),14,11,0,14,11,0.0,SCHEMA_DISJOINT,,conflict_id; detected_at; entity_key; entity_type; field_name; notes; resolution_rule; resolved_value; source_a_id; source_a_url; source_b_id; source_b_url …(+2),circular_id; circular_number; document_url; effective_date; implementation_instructions; issuing_authority; related_is; release_date; source_url; subject; title,0.0,NO,NO_CONTENT_LINK_DETECTED
