group_id,file_a,file_b,duplicate_type,similarity_score,common_rows,unique_rows_a,unique_rows_b,common_IS_numbers,unique_IS_numbers_a,unique_IS_numbers_b,common_columns,unique_columns_a,unique_columns_b,conflicts,decision,decision_reason,recommended_canonical_file,records_to_merge,records_to_archive,requires_review,detection_level,record_key_column,common_records_by_key,unique_records_a_by_key,unique_records_b_by_key,record_key_jaccard,entity_identity_verdict,entity_discriminator_columns,homonym_columns_do_not_union,attribute_sets_comparable,row_metric_reliability,schema_verdict,identical_bytes,identical_row_multiset,version_direction_evidence,pair_id
DG-0054,BIS_Notifications_Master.xlsx,bis_circulars (1).csv,DIFFERENT_ENTITY,0.1105,0,31,160,11,15,962,6,8,5,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.01. Schema resemblance (SCHEMA_OVERLAP, column Jaccard 0.3158) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,RELIABLE,SCHEMA_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0054
DG-0055,BIS_Notifications_Master.xlsx,bis_gazette_notification.csv,DIFFERENT_ENTITY,0.0437,0,31,1400,21,5,594,2,12,2,0,DIFFERENT_ENTITY,"Checked and cleared as a false duplicate candidate: no shared record key values and entity overlap only 0.03. Schema resemblance (SCHEMA_WEAK_OVERLAP, column Jaccard 0.125) is structural, not evidence of shared records.",BOTH_KEEP_SEPARATE,0,0,NO,L3,,-1,-1,-1,0.0,NO_KEY_AVAILABLE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0055
DG-0056,BIS_Product_Manuals_Master.xlsx,BIS_Products_Details.xlsx,COMPLEMENTARY,0.0117,0,40,40,40,0,0,1,19,10,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 20/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0056
DG-0057,BIS_Product_Manuals_Master.xlsx,BIS_Products_Full_Information.xlsx,COMPLEMENTARY,0.0117,0,40,40,27,13,24,1,19,10,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 20/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0057
DG-0058,BIS_Product_Manuals_Master.xlsx,BIS_Products_Full_Information_v2.xlsx,COMPLEMENTARY,0.0117,0,40,40,27,13,24,1,19,10,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0333, 1 shared of 20/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0058
DG-0059,BIS_Product_Manuals_Master.xlsx,BIS_QCO-schema_2.xlsx,COMPLEMENTARY,0.0269,0,40,40,40,0,0,3,17,19,38,COMPLEMENTARY,"26 of 54 records are shared on `product` (key Jaccard 0.48; 14 unique to A, 14 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0769, 3 shared of 20/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,54,0,YES,L4,product,26,14,14,0.4815,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 38 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0059
DG-0060,BIS_Product_Manuals_Master.xlsx,BIS_QCO_Master_Records (1).xlsx,COMPLEMENTARY,0.0269,0,40,15,26,14,1,3,17,19,8,COMPLEMENTARY,"4 of 51 records are shared on `product` (key Jaccard 0.08; 36 unique to A, 11 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0769, 3 shared of 20/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,51,0,YES,L4,product,4,36,11,0.0784,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 8 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0060
DG-0061,BIS_Product_Manuals_Master.xlsx,BIS_QCO_Master_Records_v3.xlsx,COMPLEMENTARY,0.0269,0,40,12,12,28,0,3,17,19,16,COMPLEMENTARY,"8 of 44 records are shared on `product` (key Jaccard 0.18; 32 unique to A, 4 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0769, 3 shared of 20/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,44,0,YES,L4,product,8,32,4,0.1818,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 16 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0061
DG-0062,BIS_Product_Manuals_Master.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0375,0,40,40,40,0,0,3,17,8,54,COMPLEMENTARY,"37 of 43 records are shared on `is_number` (key Jaccard 0.86; 3 unique to A, 3 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1071, 3 shared of 20/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,43,0,YES,L4,is_number,37,3,3,0.8605,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 54 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0062
DG-0063,BIS_Product_Manuals_Master.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,36,4,0,0,20,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.90 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 20/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,75,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0063
DG-0064,BIS_Product_Manuals_Master.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0483,0,40,40,40,0,0,4,16,9,92,COMPLEMENTARY,"37 of 43 records are shared on `is_number` (key Jaccard 0.86; 3 unique to A, 3 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1379, 4 shared of 20/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped. Column name(s) scope; source_url disagree on essentially every matched record while both sides hold real values - one name carrying two different meanings. Phase 3 must SPLIT these into per-source fields, not union them.",MERGE_UNION,43,0,YES,L4,is_number,37,3,3,0.8605,KEY_LINKED,,scope; source_url,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 92 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0064
DG-0065,BIS_Product_Manuals_Master.xlsx,BIS_Schemes_Master.xlsx,COMPLEMENTARY,0.0339,0,40,40,0,40,0,3,17,11,42,COMPLEMENTARY,"21 of 59 records are shared on `product` (key Jaccard 0.36; 19 unique to A, 19 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0968, 3 shared of 20/14 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,59,0,YES,L4,product,21,19,19,0.3559,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 42 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0065
DG-0066,BIS_Product_Manuals_Master.xlsx,BIS_Schemes_Master_Scheme_2.xlsx,COMPLEMENTARY,0.0339,0,40,40,0,40,0,3,17,11,42,COMPLEMENTARY,"21 of 59 records are shared on `product` (key Jaccard 0.36; 19 unique to A, 19 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0968, 3 shared of 20/14 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,59,0,YES,L4,product,21,19,19,0.3559,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 42 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0066
DG-0067,BIS_Product_Manuals_Master.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.04,0,40,40,40,0,5,4,16,15,92,COMPLEMENTARY,"37 of 43 records are shared on `is_number` (key Jaccard 0.86; 3 unique to A, 3 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1143, 4 shared of 20/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,43,0,YES,L4,is_number,37,3,3,0.8605,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 92 conflicts, both sides carry real values (a_blank=5 b_blank=5 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0067
DG-0068,BIS_Product_Manuals_Master.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.04,0,40,40,40,0,5,4,16,15,92,COMPLEMENTARY,"37 of 43 records are shared on `is_number` (key Jaccard 0.86; 3 unique to A, 3 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1143, 4 shared of 20/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,43,0,YES,L4,is_number,37,3,3,0.8605,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 92 conflicts, both sides carry real values (a_blank=5 b_blank=5 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0068
DG-0069,BIS_Product_Manuals_Master.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.04,0,40,40,40,0,5,4,16,15,92,COMPLEMENTARY,"37 of 43 records are shared on `is_number` (key Jaccard 0.86; 3 unique to A, 3 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1143, 4 shared of 20/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,43,0,YES,L4,is_number,37,3,3,0.8605,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 92 conflicts, both sides carry real values (a_blank=5 b_blank=5 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0069
DG-0070,BIS_Product_Manuals_Master.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0359,0,40,45,40,0,4,4,16,19,41,COMPLEMENTARY,"37 of 48 records are shared on `is_number` (key Jaccard 0.77; 3 unique to A, 8 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.1026, 4 shared of 20/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,48,0,YES,L4,is_number,37,3,8,0.7708,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 41 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0070
DG-0071,BIS_Product_Manuals_Master.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0171,0,40,36,25,15,10,2,18,21,22,COMPLEMENTARY,"22 of 54 records are shared on `is_number` (key Jaccard 0.41; 18 unique to A, 14 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0488, 2 shared of 20/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,54,0,YES,L4,is_number,22,18,14,0.4074,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 22 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0071
DG-0072,BIS_Product_Manuals_Master.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.03,1,39,44,40,0,4,3,17,15,20,COMPLEMENTARY,"39 of 46 records are shared on `is_number` (key Jaccard 0.85; 1 unique to A, 6 to B). The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0857, 3 shared of 20/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_UNION,46,0,YES,L4,is_number,39,1,6,0.8478,KEY_LINKED,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,"INCONCLUSIVE: 20 conflicts, both sides carry real values (a_blank=0 b_blank=0 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0072
DG-0073,BIS_Product_Manuals_Master.xlsx,bis_product_certification_faq (1).csv,COMPLEMENTARY,0.0129,0,40,28,0,40,0,1,19,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.50 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.037, 1 shared of 20/8 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,68,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0073
DG-0074,BIS_Product_Manuals_Master.xlsx,bis_product_certifications.csv,COMPLEMENTARY,0.0259,0,40,71,0,40,0,2,18,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.33 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0741, 2 shared of 20/9 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,111,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0074
DG-0075,BIS_Products_Details.xlsx,BIS_Products_Full_Information.xlsx,COMPLEMENTARY,0.35,0,40,40,27,13,24,11,0,0,18,COMPLEMENTARY,"Only 2 of 76 records are shared on `related_is_numbers` (key Jaccard 0.03); A holds 38 records B does not and B holds 36 A does not. The files describe mostly different records in a related area, so both are required. Merge as a union, keyed on `related_is_numbers`.",MERGE_UNION,76,0,YES,L4,related_is_numbers,2,38,36,0.0263,KEY_LINKED,product_id; product_name; related_schemes,description,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,"INCONCLUSIVE: 18 conflicts, both sides carry real values (a_blank=0 b_blank=2 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0075
DG-0076,BIS_Products_Details.xlsx,BIS_Products_Full_Information_v2.xlsx,COMPLEMENTARY,0.35,0,40,40,27,13,24,11,0,0,18,COMPLEMENTARY,"Only 2 of 76 records are shared on `related_is_numbers` (key Jaccard 0.03); A holds 38 records B does not and B holds 36 A does not. The files describe mostly different records in a related area, so both are required. Merge as a union, keyed on `related_is_numbers`.",MERGE_UNION,76,0,YES,L4,related_is_numbers,2,38,36,0.0263,KEY_LINKED,product_id; product_name; related_schemes,description,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,"INCONCLUSIVE: 18 conflicts, both sides carry real values (a_blank=0 b_blank=2 a_artefact=0 b_artefact=0) - no side is demonstrably the later revision",DC-0076
DG-0077,BIS_Products_Details.xlsx,BIS_QCO-schema_2.xlsx,COMPLEMENTARY,0.0109,0,40,40,40,0,0,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0077
DG-0078,BIS_Products_Details.xlsx,BIS_QCO_Master_Records (1).xlsx,COMPLEMENTARY,0.0109,0,40,15,26,14,1,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.63 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,55,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0078
DG-0079,BIS_Products_Details.xlsx,BIS_QCO_Master_Records.xlsx,COMPLEMENTARY,0.0109,0,40,3,4,36,1,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,43,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0079
DG-0080,BIS_Products_Details.xlsx,BIS_QCO_Master_Records_v3.xlsx,COMPLEMENTARY,0.0109,0,40,12,12,28,0,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,52,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0080
DG-0081,BIS_Products_Details.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0,0,0,0,40,0,0,0,11,11,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0081
DG-0082,BIS_Products_Details.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,36,4,0,0,11,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.90 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,75,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0082
DG-0083,BIS_Products_Details.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0152,0,40,40,40,0,0,1,10,12,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 1.00 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0435, 1 shared of 11/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0083
DG-0084,BIS_Products_Details.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0,0,0,0,40,0,5,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0084
DG-0085,BIS_Products_Details.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0,0,0,0,40,0,5,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0085
DG-0086,BIS_Products_Details.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0,0,0,0,40,0,5,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.89 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0086
